section,page_title,page_url,source_file,link_url,link_text,http_status,reason,wayback_url,wayback_timestamp,wayback_status
blog,Start Planning Now for Summer Professional Development,/nhec-blog/25341,blog/start-planning-now-for-summer-professional-development-25341.md,http://www.mountvernon.org/educational-resources/teachers-students/attend-program,summer residential teachers' institutes,404,HTTP 404,http://web.archive.org/web/20131013060342/http://www.mountvernon.org/educational-resources/teachers-students/attend-program,20131013060342,found
blog,Start Planning Now for Summer Professional Development,/nhec-blog/25341,blog/start-planning-now-for-summer-professional-development-25341.md,http://www.loc.gov/teachers/professionaldevelopment/teacherinstitute/,summer teacher institutes,404,HTTP 404,http://web.archive.org/web/20200814225928/https://loc.gov/teachers/professionaldevelopment/teacherinstitute/,20200814225928,found
blog,Start Planning Now for Summer Professional Development,/nhec-blog/25341,blog/start-planning-now-for-summer-professional-development-25341.md,http://americanart.si.edu/education/dev/cs/,Clarice Smith National Teacher Institutes,404,HTTP 404,http://web.archive.org/web/20130523230520/http://americanart.si.edu/education/dev/cs/,20130523230520,found
blog,Start Planning Now for Summer Professional Development,/nhec-blog/25341,blog/start-planning-now-for-summer-professional-development-25341.md,http://www.ushmm.org/education/foreducators/prodev/teacherfellowship/,Museum Teacher Fellowships,500,HTTP 500,http://web.archive.org/web/20130913230938/http://www.ushmm.org/education/foreducators/prodev/teacherfellowship/,20130913230938,found
blog,Students and Historic Preservation,/nhec-blog/20145,blog/students-and-historic-preservation-20145.md,http://www.planning.org/essay/2009/index.htm,Student Instructions,404,HTTP 404,http://web.archive.org/web/20090603051438/http://www.planning.org:80/essay/2009/index.htm,20090603051438,found
blog,Students and Historic Preservation,/nhec-blog/20145,blog/students-and-historic-preservation-20145.md,http://www.planning.org/essay/teachers/index.htm,Teacher Resources,404,HTTP 404,,,not_archived
blog,"Summer Reading: Clearinghouse Staff Recommendations, Part II",/nhec-blog/22408,blog/summer-reading-clearinghouse-staff-recommendations-part-ii-22408.md,http://www.wbshop.com/product/code/1000089879.do,released as a film,404,HTTP 404,http://web.archive.org/web/20160308223725/http://www.wbshop.com/product/code/1000089879.do,20160308223725,found
blog,"Summer Reading: Clearinghouse Staff Recommendations, Part II",/nhec-blog/22408,blog/summer-reading-clearinghouse-staff-recommendations-part-ii-22408.md,http://hnn.us/blogs/entries/18529.html,One reviewer described *Watchmen*,404,HTTP 404,http://web.archive.org/web/20090727110310/http://hnn.us/blogs/entries/18529.html,20090727110310,found
blog,Summer Surfing,/nhec-blog/19269,blog/summer-surfing-19269.md,http://hnn.us/blogs/entries/9665.html,categorized list of history and humanities blogs,404,HTTP 404,http://web.archive.org/web/20130831061737/http://hnn.us:80/blogs/entries/9665.html,20130831061737,found
blog,Teaching 9/11,/nhec-blog/19591,blog/teaching-911-19591.md,http://www.fpri.org/education/911webcast/,webcasts,404,HTTP 404,http://web.archive.org/web/20120920112848/http://www.fpri.org/education/911webcast/,20120920112848,found
blog,Teaching about Columbus Day: Mythbusters,/nhec-blog/22951,blog/teaching-about-columbus-day-mythbusters-22951.md,http://www.learner.org/courses/worldhistory/unit_video_2-1.html,History and Memory,404,HTTP 404,,,not_archived
blog,Teaching About Dr. Martin Luther King,/nhec-blog/23709,blog/teaching-about-dr-martin-luther-king-23709.md,http://www.thekingcenter.org/making-king-holiday,path to creating this holiday,404,HTTP 404,http://web.archive.org/web/20181108073234/http://www.thekingcenter.org/making-king-holiday,20181108073234,found
blog,Teaching About Dr. Martin Luther King,/nhec-blog/23709,blog/teaching-about-dr-martin-luther-king-23709.md,http://www.thekingcenter.org/founders-vision,interracial and intercultural cooperation and sharing.,404,HTTP 404,http://web.archive.org/web/20181129195301/http://www.thekingcenter.org:80/founders-vision,20181129195301,found
blog,Teaching About Dr. Martin Luther King,/nhec-blog/23709,blog/teaching-about-dr-martin-luther-king-23709.md,http://www.serve.gov/mlkday.asp,Day of Service,CONN_ERROR,Connection failed (site may be down),,,not_archived
blog,Teaching About Dr. Martin Luther King,/nhec-blog/23709,blog/teaching-about-dr-martin-luther-king-23709.md,http://www.serve.gov/toolkits.asp,to develop a school-based day of service,CONN_ERROR,Connection failed (site may be down),http://web.archive.org/web/20130513101345/http://www.serve.gov/toolkits.asp,20130513101345,found
blog,Teaching About Dr. Martin Luther King,/nhec-blog/23709,blog/teaching-about-dr-martin-luther-king-23709.md,http://mlk-kpp01.stanford.edu/index.php/kingpapers/article/unfulfilled_dreams/,Unfulfilled Dreams,CONN_ERROR,Connection failed (site may be down),http://web.archive.org/web/20150310074943/http://mlk-kpp01.stanford.edu:80/index.php/kingpapers/article/unfulfilled_dreams,20150310074943,found
blog,Teaching About Dr. Martin Luther King,/nhec-blog/23709,blog/teaching-about-dr-martin-luther-king-23709.md,http://www.wmich.edu/teachmlk/,"Teach Martin Luther King, Jr.",404,HTTP 404,,,not_archived
blog,Teaching About Dr. Martin Luther King,/nhec-blog/23709,blog/teaching-about-dr-martin-luther-king-23709.md,http://www.wmich.edu/teachmlk/childrenbooks.php,beyond textbook biographies,404,HTTP 404,http://web.archive.org/web/20190721174728/https://wmich.edu/teachmlk/childrenbooks.php,20190721174728,found
blog,Teaching About Dr. Martin Luther King,/nhec-blog/23709,blog/teaching-about-dr-martin-luther-king-23709.md,http://www.wmich.edu/teachmlk/mythology.php,four myths about Dr. King,404,HTTP 404,http://web.archive.org/web/20240716035517/https://www.wmich.edu/teachmlk/mythology.php,20240716035517,found
blog,Teaching About Dr. Martin Luther King,/nhec-blog/23709,blog/teaching-about-dr-martin-luther-king-23709.md,http://www.wmich.edu/teachmlk/visuals.php,Audiovisual resources posted on the site,404,HTTP 404,,,not_archived
blog,Teaching About Dr. Martin Luther King,/nhec-blog/23709,blog/teaching-about-dr-martin-luther-king-23709.md,http://mlk-kpp01.stanford.edu/,"Martin Luther King, Jr. Research and Education Institute",CONN_ERROR,Connection failed (site may be down),http://web.archive.org/web/20150604090138/http://mlk-kpp01.stanford.edu/,20150604090138,found
blog,Teaching About Dr. Martin Luther King,/nhec-blog/23709,blog/teaching-about-dr-martin-luther-king-23709.md,http://mlk-kpp01.stanford.edu/index.php/lc/index,Classroom Resources,CONN_ERROR,Connection failed (site may be down),http://web.archive.org/web/20141013002712/http://mlk-kpp01.stanford.edu/index.php/lc/index,20141013002712,found
blog,Teaching About Haiti,/nhec-blog/23787,blog/teaching-about-haiti-23787.md,http://hnn.us/roundup/11.html#122201,Roundup: Talking About History,404,HTTP 404,http://web.archive.org/web/20130806011803/http://hnn.us/roundup/11.html,20130806011803,found
blog,Teaching About Haiti,/nhec-blog/23787,blog/teaching-about-haiti-23787.md,http://journal.thelouvertureproject.org/,linked blog,500,HTTP 500,http://web.archive.org/web/20211230112725/http://journal.thelouvertureproject.org/,20211230112725,found
blog,Teaching About Haiti,/nhec-blog/23787,blog/teaching-about-haiti-23787.md,http://www.edsitement.neh.gov,Edsitement,CONN_ERROR,Connection failed (site may be down),http://web.archive.org/web/20251201180321/https://edsitement.neh.gov/,20251201180321,found
blog,Teaching About Haiti,/nhec-blog/23787,blog/teaching-about-haiti-23787.md,http://memory.loc.gov/ammem/alhtml/malhome.html,Abraham Lincoln papers,TIMEOUT,Timed out after 15s,,,not_archived
blog,Teaching About Haiti,/nhec-blog/23787,blog/teaching-about-haiti-23787.md,http://memory.loc.gov,American Memory,TIMEOUT,Timed out after 15s,http://web.archive.org/web/20250512071047/https://memory.loc.gov/,20250512071047,found
blog,Teaching about Memorial Day,/nhec-blog/19266,blog/teaching-about-memorial-day-19266.md,http://memory.loc.gov/ammem/today/may30.html,Library of Congress summarizes [the history of Memorial Day,TIMEOUT,Timed out after 15s,,,not_archived
blog,Teaching about Vietnam,/nhec-blog/23921,blog/teaching-about-vietnam-23921.md,http://www.digitalhistory.uh.edu/modules/vietnam/index.cfm,Learn About the Vietnam War,404,HTTP 404,,,not_archived
blog,Teaching about Vietnam,/nhec-blog/23921,blog/teaching-about-vietnam-23921.md,http://www.greatbuildings.com/buildings/Vietnam_War_Memorial.html,GreatBuildings.com,CONN_ERROR,Connection failed (site may be down),http://web.archive.org/web/20220706233506/http://www.greatbuildings.com/buildings/Vietnam_War_Memorial.html,20220706233506,found
blog,Teaching African American History: Do We Still Need a Black History Month?,/nhec-blog/23847,blog/teaching-african-american-history-do-we-still-need-a-black-history-month-23847.md,http://heritagetours.si.edu/bhm.html,Virtual Heritage Tour,CONN_ERROR,Connection failed (site may be down),http://web.archive.org/web/20160420074311/http://heritagetours.si.edu:80/bhm.html,20160420074311,found
blog,Teaching African American History: Do We Still Need a Black History Month?,/nhec-blog/23847,blog/teaching-african-american-history-do-we-still-need-a-black-history-month-23847.md,http://www.nps.gov/history/nr/twhp/feb00.htm,Teaching with Historic Places,404,HTTP 404,http://web.archive.org/web/20140201112211/http://www.nps.gov/history/nr/twhp/feb00.htm,20140201112211,found
blog,Teaching African American History: Do We Still Need a Black History Month?,/nhec-blog/23847,blog/teaching-african-american-history-do-we-still-need-a-black-history-month-23847.md,http://memory.loc.gov/ammem/aaohtml/aohome.html,African America Odyssey collections,TIMEOUT,Timed out after 15s,,,not_archived
blog,Teaching American History Grants Awarded,/nhec-blog/24164,blog/teaching-american-history-grants-awarded-24164.md,http://www.ed.gov/news/press-releases/education-secretary-duncan-announces-1153-million-124-grants-improve-teaching-am,announced,404,HTTP 404,http://web.archive.org/web/20240727005547/https://www.ed.gov/news/press-releases/education-secretary-duncan-announces-1153-million-124-grants-improve-teaching-am,20240727005547,found
blog,Teaching American History Grants Awarded,/nhec-blog/24164,blog/teaching-american-history-grants-awarded-24164.md,http://www2.ed.gov/programs/teachinghistory/index.html,Teaching American History,404,HTTP 404; redirected to different domain: ed.gov,http://web.archive.org/web/20210704010038/https://www2.ed.gov/programs/teachinghistory/index.html,20210704010038,found
blog,Teaching American History Program Invites 2011 Applications,/nhec-blog/24524,blog/teaching-american-history-program-invites-2011-applications-24524.md,http://www2.ed.gov/programs/teachinghistory/index.html,ED.gov,404,HTTP 404; redirected to different domain: ed.gov,http://web.archive.org/web/20210704010038/https://www2.ed.gov/programs/teachinghistory/index.html,20210704010038,found
blog,Teaching American History Program Invites 2011 Applications,/nhec-blog/24524,blog/teaching-american-history-program-invites-2011-applications-24524.md,http://www2.ed.gov/policy/gen/leg/recovery/rms-web-conferences.html,webinars,404,HTTP 404; redirected to different domain: ed.gov,http://web.archive.org/web/20210418091529/https://www2.ed.gov/policy/gen/leg/recovery/rms-web-conferences.html,20210418091529,found
blog,Teaching American History Project Directors Conference: Registration Information and Agenda,/nhec-blog/20373,blog/teaching-american-history-project-directors-conference-registration-information-and-agenda-20373.md,http://www.seiservices.com/AboutLatestNewsDetails.aspx?lngID=44,2009 Annual Teaching American History Project Directors Conference,404,HTTP 404,http://web.archive.org/web/20110208210522/http://www.seiservices.com/AboutLatestNewsDetails.aspx?lngID=44,20110208210522,found
blog,Teaching American History Project Directors Conference: Registration Information and Agenda,/nhec-blog/20373,blog/teaching-american-history-project-directors-conference-registration-information-and-agenda-20373.md,http://www.seiservices.com/ed/oii/tahpd2009/Agenda.asp,"*Enhancing Project Quality,*",404,HTTP 404,,,not_archived
blog,Teaching American History (TAH) Grant Application Deadlines,/nhec-blog/23785,blog/teaching-american-history-tah-grant-application-deadlines-23785.md,http://www2.ed.gov/programs/teachinghistory/index.html,TAH program,404,HTTP 404; redirected to different domain: ed.gov,http://web.archive.org/web/20210704010038/https://www2.ed.gov/programs/teachinghistory/index.html,20210704010038,found
blog,Teaching American History (TAH) Grant Application Deadlines,/nhec-blog/23785,blog/teaching-american-history-tah-grant-application-deadlines-23785.md,http://www2.ed.gov/programs/teachinghistory/applicant.html,application process,404,HTTP 404; redirected to different domain: ed.gov,http://web.archive.org/web/20210505163251/https://www2.ed.gov/programs/teachinghistory/applicant.html,20210505163251,found
blog,Teaching American History (TAH) Grant Application Deadlines,/nhec-blog/23785,blog/teaching-american-history-tah-grant-application-deadlines-23785.md,http://www2.ed.gov/programs/teachinghistory/contacts.html,who to contact with questions,404,HTTP 404; redirected to different domain: ed.gov,http://web.archive.org/web/20210618051548/https://www2.ed.gov/programs/teachinghistory/contacts.html,20210618051548,found
blog,Teaching and Learning History in the Digital Age (AHA 2011),/nhec-blog/24526,blog/teaching-and-learning-history-in-the-digital-age-aha-2011-24526.md,http://www.historians.org/Perspectives/issues/2010/1011/1011pro2.cfm,Nov.,404,HTTP 404,,,not_archived
blog,Teaching History with Archaeology,/nhec-blog/25618,blog/teaching-history-with-archaeology-25618.md,http://www.nps.gov/history/archeology/PUBLIC/teach.htm,roundup,404,HTTP 404,http://web.archive.org/web/20221013233554/http://www.nps.gov/history/archeology/PUBLIC/teach.htm,20221013233554,found
blog,Teaching History with Archaeology,/nhec-blog/25618,blog/teaching-history-with-archaeology-25618.md,http://www.nps.gov/history/archeology/public/kids/index.htm,Archeology for Kids,404,HTTP 404,http://web.archive.org/web/20221013233600/https://www.nps.gov/history/archeology/public/kids/index.htm,20221013233600,found
blog,Teaching History with Archaeology,/nhec-blog/25618,blog/teaching-history-with-archaeology-25618.md,http://www.nps.gov/history/archeology/visit/index.htm,Visit Archeology,404,HTTP 404,http://web.archive.org/web/20230416022854/https://www.nps.gov/history/archeology/visit/index.htm,20230416022854,found
blog,Teaching History with Archaeology,/nhec-blog/25618,blog/teaching-history-with-archaeology-25618.md,http://www.nps.gov/history/archeology/visit/AfricanAmerarch.htm,guide,404,HTTP 404,,,not_archived
blog,Teaching History with Archaeology,/nhec-blog/25618,blog/teaching-history-with-archaeology-25618.md,http://www.blm.gov/wo/st/en/res/Education_in_BLM/Learning_Landscapes/For_Teachers.html,Learning Landscapes,521,HTTP 521,http://web.archive.org/web/20170107194542/https://www.blm.gov/wo/st/en/res/Education_in_BLM/Learning_Landscapes/For_Teachers.html,20170107194542,found
blog,Teaching History with Archaeology,/nhec-blog/25618,blog/teaching-history-with-archaeology-25618.md,http://www.blm.gov/wo/st/en/res/Education_in_BLM/Learning_Landscapes/For_Teachers/science_and_children/hupobi/index.html,Tewa villages,521,HTTP 521,http://web.archive.org/web/20161231112533/https://www.blm.gov/wo/st/en/res/Education_in_BLM/Learning_Landscapes/For_Teachers/science_and_children/hupobi/index.html,20161231112533,found
blog,Teaching History with Archaeology,/nhec-blog/25618,blog/teaching-history-with-archaeology-25618.md,http://www.blm.gov/wo/st/en/res/Education_in_BLM/Learning_Landscapes/For_Teachers/science_and_children/mystery_of_the_mesa/index.html,Alaska,521,HTTP 521,http://web.archive.org/web/20161231104853/https://www.blm.gov/wo/st/en/res/Education_in_BLM/Learning_Landscapes/For_Teachers/science_and_children/mystery_of_the_mesa/index.html,20161231104853,found
blog,Teaching History with Archaeology,/nhec-blog/25618,blog/teaching-history-with-archaeology-25618.md,http://www.blm.gov/wo/st/en/res/Education_in_BLM/Learning_Landscapes/For_Teachers/science_and_children/science_in_process/index.html,Spanish fort,521,HTTP 521,http://web.archive.org/web/20161231111921/https://www.blm.gov/wo/st/en/res/Education_in_BLM/Learning_Landscapes/For_Teachers/science_and_children/science_in_process/index.html,20161231111921,found
blog,Teaching History with Archaeology,/nhec-blog/25618,blog/teaching-history-with-archaeology-25618.md,http://www.blm.gov/wo/st/en/res/Education_in_BLM/Learning_Landscapes/For_Teachers/science_and_children/steel_rails_and_iron/index.html,railroads,521,HTTP 521,http://web.archive.org/web/20161231114620/https://www.blm.gov/wo/st/en/res/Education_in_BLM/Learning_Landscapes/For_Teachers/science_and_children/steel_rails_and_iron/index.html,20161231114620,found
blog,Teaching History with Archaeology,/nhec-blog/25618,blog/teaching-history-with-archaeology-25618.md,http://www.blm.gov/wo/st/en/res/Education_in_BLM/Learning_Landscapes/For_Kids/History_Mystery.html,History Mysteries,521,HTTP 521,http://web.archive.org/web/20160930085631/http://www.blm.gov/wo/st/en/res/Education_in_BLM/Learning_Landscapes/For_Kids/History_Mystery.html,20160930085631,found
blog,Teaching History with Archaeology,/nhec-blog/25618,blog/teaching-history-with-archaeology-25618.md,http://www.projectarchaeology.org/,Project Archaeology,TIMEOUT,Timed out after 15s,http://web.archive.org/web/20260528043635/https://projectarchaeology.org/,20260528043635,found
blog,Teaching History with Archaeology,/nhec-blog/25618,blog/teaching-history-with-archaeology-25618.md,http://projectarchaeology.org/Teachers.asp,Teachers,404,HTTP 404,http://web.archive.org/web/20111006190539/http://projectarchaeology.org/Teachers.asp,20111006190539,found
blog,Teaching History with Archaeology,/nhec-blog/25618,blog/teaching-history-with-archaeology-25618.md,http://projectarchaeology.org/Calendar.html,calendar,404,HTTP 404,,,not_archived
blog,Teaching History with Archaeology,/nhec-blog/25618,blog/teaching-history-with-archaeology-25618.md,http://www.projectarchaeology.org/printcontacts.html,your area,TIMEOUT,Timed out after 15s,http://web.archive.org/web/20111011040444/http://projectarchaeology.org/printcontacts.html,20111011040444,found
blog,Teaching Native American History: I is for Inclusion,/nhec-blog/23490,blog/teaching-native-american-history-i-is-for-inclusion-23490.md,http://www.ailanet.org/faq.htm,American Indian Library Association,404,HTTP 404,http://web.archive.org/web/20121108145631/http://www.ailanet.org/faq.htm,20121108145631,found
blog,Teaching Native American History: I is for Inclusion,/nhec-blog/23490,blog/teaching-native-american-history-i-is-for-inclusion-23490.md,http://www.ailanet.org/publications/inotindian.htm,"*Selective Bibliography and Guide for* ""I"" is not for Indian: the Portrayal of Native Americans in Books for Young People",404,HTTP 404,,,not_archived
blog,Teaching Native American History: I is for Inclusion,/nhec-blog/23490,blog/teaching-native-american-history-i-is-for-inclusion-23490.md,http://www.ailanet.org/publications/index.htm,"*""I"" is for Inclusion: the Portrayal of Native Americans in Books for Young People*",404,HTTP 404,http://web.archive.org/web/20121108145527/http://www.ailanet.org/publications/index.htm,20121108145527,found
blog,Teaching Our Students to Evaluate Websites,/nhec-blog/22560,blog/teaching-our-students-to-evaluate-websites-22560.md,http://www.youtube.com/view_play_list?p=70C64E544AB6F5CF&search_query=information+literacy,Information Literacy,404,HTTP 404,,,not_archived
blog,Teaching Our Students to Evaluate Websites,/nhec-blog/22560,blog/teaching-our-students-to-evaluate-websites-22560.md,http://www.multcolib.org/homework/webeval.html,Evaluating Websites,404,HTTP 404,http://web.archive.org/web/20130127165309/http://www.multcolib.org:80/homework/webeval.html,20130127165309,found
blog,Teaching Resources for Constitution Day,/nhec-blog/19505,blog/teaching-resources-for-constitution-day-19505.md,http://www2.ed.gov/programs/teachinghistory/constitutionday.html,"lists several essential resources from Federal institutions,",404,HTTP 404; redirected to different domain: ed.gov,http://web.archive.org/web/20081011234035/http://www.ed.gov/programs/teachinghistory/constitutionday.html,20081011234035,found
blog,Teaching Resources for Constitution Day,/nhec-blog/19505,blog/teaching-resources-for-constitution-day-19505.md,http://www.free.ed.gov/subjects.cfm?subject_id=19,FREE,CONN_ERROR,Connection failed (site may be down),,,not_archived
blog,Teaching Resources for Constitution Day,/nhec-blog/19505,blog/teaching-resources-for-constitution-day-19505.md,http://constitutioncenter.org/,National Constitution Center,520,HTTP 520,http://web.archive.org/web/20260620065854/https://constitutioncenter.org/,20260620065854,found
blog,Teaching Resources for Constitution Day,/nhec-blog/19505,blog/teaching-resources-for-constitution-day-19505.md,http://www.constitutioncenter.org/ncc_edu_Landing.aspx,extensive materials for educators,404,HTTP 404,http://web.archive.org/web/20120409000346/http://www.constitutioncenter.org:80/ncc_edu_Landing.aspx,20120409000346,found
blog,Teaching Resources for Constitution Day,/nhec-blog/19505,blog/teaching-resources-for-constitution-day-19505.md,http://72.32.50.200/constitution/,Interactive Constitution,CONN_ERROR,Connection failed (site may be down),,,not_archived
blog,Teaching Resources for Constitution Day,/nhec-blog/19505,blog/teaching-resources-for-constitution-day-19505.md,http://constitutioncenter.org/media/audio/ncc_podcasts.xml,via podcasts,520,HTTP 520,http://web.archive.org/web/20160221201254/http://constitutioncenter.org:80/media/audio/ncc_podcasts.xml,20160221201254,found
blog,Teaching Resources for Constitution Day,/nhec-blog/19505,blog/teaching-resources-for-constitution-day-19505.md,http://www.billofrightsinstitute.org/teach/freeresources/constitutionday/,Bill of Rights Institute,404,HTTP 404,http://web.archive.org/web/20111229191816/http://www.billofrightsinstitute.org:80/teach/freeresources/constitutionday,20111229191816,found
blog,Teaching Resources for Constitution Day,/nhec-blog/19505,blog/teaching-resources-for-constitution-day-19505.md,http://www.billofrightsinstitute.org/page.aspx?pid=461,Weekly eLessons,404,HTTP 404,http://web.archive.org/web/20120120122743/http://www.billofrightsinstitute.org/page.aspx?pid=461,20120120122743,found
blog,Teaching Resources for Constitution Day,/nhec-blog/19505,blog/teaching-resources-for-constitution-day-19505.md,http://my.billofrightsinstitute.org/NetCommunity/Page.aspx?pid=253,Educating the Next Generation,404,HTTP 404,http://web.archive.org/web/20110112093448/http://my.billofrightsinstitute.org:80/netcommunity/page.aspx?pid=253,20110112093448,found
blog,Teaching Resources for Constitution Day,/nhec-blog/19505,blog/teaching-resources-for-constitution-day-19505.md,http://thomas.loc.gov/teachers/constitution.html,resources for teachers,530,HTTP 530,http://web.archive.org/web/20150914184729/http://thomas.loc.gov/teachers/constitution.html,20150914184729,found
blog,Teaching Resources for Constitution Day,/nhec-blog/19505,blog/teaching-resources-for-constitution-day-19505.md,http://www.learner.org/resources/series72.html,Annenberg Media: Learner.org,404,HTTP 404,http://web.archive.org/web/20191213084635/http://learner.org:80/resources/series72.html,20191213084635,found
blog,Teaching Resources for Constitution Day,/nhec-blog/19505,blog/teaching-resources-for-constitution-day-19505.md,http://www.learner.org/about/news.html,Annenberg Newsletter,404,HTTP 404,http://web.archive.org/web/20191120022659/http://learner.org:80/about/news.html,20191120022659,found
blog,Teaching Thanksgiving 2011,/nhec-blog/25309,blog/teaching-thanksgiving-2011-25309.md,http://memory.loc.gov/ammem/today/nov25.html,Today in History,TIMEOUT,Timed out after 15s,http://web.archive.org/web/20160412123720/http://memory.loc.gov/ammem/today/nov25.html,20160412123720,found
blog,Teaching Thanksgiving 2011,/nhec-blog/25309,blog/teaching-thanksgiving-2011-25309.md,http://www.history.com/videos/history-of-the-thanksgiving-holiday#history-of-the-thanksgiving-holiday,short videos,404,HTTP 404,http://web.archive.org/web/20161017192911/http://www.history.com/videos/history-of-the-thanksgiving-holiday,20161017192911,found
blog,Teaching Thanksgiving 2011,/nhec-blog/25309,blog/teaching-thanksgiving-2011-25309.md,http://www.plimoth.org/media/olc/intro.html,Investigating the First Thanksgiving: You are the Historian,404,HTTP 404,http://web.archive.org/web/20150625035837/http://www.plimoth.org:80/media/olc/intro.html,20150625035837,found
blog,Teaching the Constitution,/nhec-blog/22886,blog/teaching-the-constitution-22886.md,http://www.constitutioncenter.org/ncc_progs_At_the_Center.aspx#vft,Constitution Center,404,HTTP 404,,,not_archived
blog,Teaching the Constitution,/nhec-blog/22886,blog/teaching-the-constitution-22886.md,http://www.constitutioncenter.org/ncc_edu_To_Sign_or_Not_to_Sign_The_Ultimate_Constitution_Day_Lesson_Plan.aspx,To Sign or Not to Sign: The Ultimate Constitution Day Lesson Plan,404,HTTP 404,http://web.archive.org/web/20120111124044/http://www.constitutioncenter.org/ncc_edu_To_Sign_or_Not_to_Sign_The_Ultimate_Constitution_Day_Lesson_Plan.aspx,20120111124044,found
blog,Teaching the Cuban Missile Crisis,/nhec-blog/23484,blog/teaching-the-cuban-missile-crisis-23484.md,http://teachingamericanhistory.org/neh/interactives/cubanmissilecrisis/,interactive site from the National Endowment for the Humanities,404,HTTP 404,http://web.archive.org/web/20231227214819/https://teachingamericanhistory.org/neh/interactives/cubanmissilecrisis/,20231227214819,found
blog,Teaching the Cuban Missile Crisis,/nhec-blog/23484,blog/teaching-the-cuban-missile-crisis-23484.md,http://future.state.gov/index.htm,U.S. Department of State website for youth,CONN_ERROR,Connection failed (site may be down),http://web.archive.org/web/20160112205638/http://future.state.gov/index.htm,20160112205638,found
blog,Teaching the Cuban Missile Crisis,/nhec-blog/23484,blog/teaching-the-cuban-missile-crisis-23484.md,http://future.state.gov/future/educators/slideshow/cuba.html,primary sources,CONN_ERROR,Connection failed (site may be down),,,not_archived
blog,Teaching the Cuban Missile Crisis,/nhec-blog/23484,blog/teaching-the-cuban-missile-crisis-23484.md,http://www.wordle.net/show/wrdl/262880/Cuban_Missile_Crisis,"vocabulary, documents, and issues",404,HTTP 404,,,not_archived
blog,Teaching the Emancipation Proclamation on Constitution Day,/nhec-blog/25700,blog/teaching-the-emancipation-proclamation-on-constitution-day-25700.md,http://emancipation.neh.gov/?et_cid=45149216&et_rid=704445214&linkid=http%3a%2f%2femancipation.neh.gov,Emancipation Resource Portal,CONN_ERROR,Connection failed (site may be down),,,not_archived
blog,Teaching the Emancipation Proclamation on Constitution Day,/nhec-blog/25700,blog/teaching-the-emancipation-proclamation-on-constitution-day-25700.md,http://emancipation.neh.gov/emancipation-day-events/live-performance/,performance,CONN_ERROR,Connection failed (site may be down),,,not_archived
blog,Teaching the Emancipation Proclamation on Constitution Day,/nhec-blog/25700,blog/teaching-the-emancipation-proclamation-on-constitution-day-25700.md,http://emancipation.neh.gov/live/register/,here,CONN_ERROR,Connection failed (site may be down),http://web.archive.org/web/20130218040447/http://emancipation.neh.gov/live/register/,20130218040447,found
blog,Teaching the Emancipation Proclamation on Constitution Day,/nhec-blog/25700,blog/teaching-the-emancipation-proclamation-on-constitution-day-25700.md,http://emancipation.neh.gov/student-contest/,contest,CONN_ERROR,Connection failed (site may be down),http://web.archive.org/web/20130218020134/http://emancipation.neh.gov/student-contest/,20130218020134,found
blog,Teaching the Emancipation Proclamation on Constitution Day,/nhec-blog/25700,blog/teaching-the-emancipation-proclamation-on-constitution-day-25700.md,http://emancipation.neh.gov/resources/,lesson plans,CONN_ERROR,Connection failed (site may be down),http://web.archive.org/web/20130218024520/http://emancipation.neh.gov/resources/,20130218024520,found
blog,Teaching the Emancipation Proclamation on Constitution Day,/nhec-blog/25700,blog/teaching-the-emancipation-proclamation-on-constitution-day-25700.md,http://emancipation.neh.gov/resources/emancipation-timeline/,timeline,CONN_ERROR,Connection failed (site may be down),,,not_archived
blog,Teaching with Food,/nhec-blog/25729,blog/teaching-with-food-25729.md,http://recipes.history.org/,*History is Served*,CONN_ERROR,Connection failed (site may be down),,,not_archived
blog,Teaching with Food,/nhec-blog/25729,blog/teaching-with-food-25729.md,http://www.lib.msu.edu/exhibits/sliker/index.jsp,*Little Cookbooks*,404,HTTP 404,http://web.archive.org/web/20190917152225/https://lib.msu.edu/exhibits/sliker/index.jsp,20190917152225,found
blog,Teaching without Textbooks?,/nhec-blog/22468,blog/teaching-without-textbooks-22468.md,http://www.dancohen.org/files/by_the_book.pdf,*By the Book: Assessing the Place of Textbooks in U.S. Survey Courses*,404,HTTP 404,http://web.archive.org/web/20180131194236/http://www.dancohen.org/files/by_the_book.pdf,20180131194236,found
blog,Teachinghistory.org at ISTE,/nhec-blog/24110,blog/teachinghistoryorg-at-iste-24110.md,http://center.uoregon.edu/ISTE/2010/program/,2010 conference of the International Society for Technology in Education,404,HTTP 404,,,not_archived
blog,Teachinghistory.org’s AHA Workshop: Teaching the Past in a Digital World,/nhec-blog/25380,blog/teachinghistoryorgs-aha-workshop-teaching-the-past-in-a-digital-world-25380.md,http://www.historicalthinker.com,presentation,CONN_ERROR,Connection failed (site may be down),http://web.archive.org/web/20201114002206/https://historicalthinker.com/,20201114002206,found
blog,Teachinghistory.org’s AHA Workshop: Teaching the Past in a Digital World,/nhec-blog/25380,blog/teachinghistoryorgs-aha-workshop-teaching-the-past-in-a-digital-world-25380.md,http://twitter.com/#!/search/sschat?q=sschat,#SSChat,520,HTTP 520,,,not_archived
