section,page_title,page_url,source_file,link_url,link_text
blog,Bookmark This! Google Scholar: Finding the Laws that Govern Us,/nhec-blog/23571,blog/bookmark-this-google-scholar-finding-the-laws-that-govern-us-23571.md,http://googleblog.blogspot.com/2009/11/finding-laws-that-govern-us.html,*Finding the laws that govern us*
blog,Bookmark This! Google Scholar: Finding the Laws that Govern Us,/nhec-blog/23571,blog/bookmark-this-google-scholar-finding-the-laws-that-govern-us-23571.md,http://scholar.google.com/advanced_scholar_search?q=voting+rights&hl=en&as_sdt=2002,Advanced Scholar Search
blog,Bookmark This! Google Scholar: Finding the Laws that Govern Us,/nhec-blog/23571,blog/bookmark-this-google-scholar-finding-the-laws-that-govern-us-23571.md,http://scholar.google.com/scholar_case?case=17472067348800549778,*Korematsu v. United States*
blog,Bookmark This! Google Scholar: Finding the Laws that Govern Us,/nhec-blog/23571,blog/bookmark-this-google-scholar-finding-the-laws-that-govern-us-23571.md,http://scholar.google.com/scholar_case?case=17464395627871183767,*United States v. Ramirez-Lopez*
blog,Bookmark This! History and Headlines,/nhec-blog/23530,blog/bookmark-this-history-and-headlines-23530.md,http://ehistory.osu.edu/osu/origins/article.cfm?articleid=27,pirates
blog,Bookmark This! History and Headlines,/nhec-blog/23530,blog/bookmark-this-history-and-headlines-23530.md,http://ehistory.osu.edu/osu/origins/article.cfm?articleid=26,the fate of Detroit and the automobile industry
blog,Bookmark This! History and Headlines,/nhec-blog/23530,blog/bookmark-this-history-and-headlines-23530.md,http://ehistory.osu.edu/osu/origins/article.cfm?articleid=35,the importance of 1989
blog,Bookmark This! History and Headlines,/nhec-blog/23530,blog/bookmark-this-history-and-headlines-23530.md,http://ehistory.osu.edu/osu/origins/,*Origins*
blog,Bookmark This! History and Headlines,/nhec-blog/23530,blog/bookmark-this-history-and-headlines-23530.md,http://ehistory.osu.edu/osu/,*ehistory*
blog,Bookmark This! History and Headlines,/nhec-blog/23530,blog/bookmark-this-history-and-headlines-23530.md,http://ehistory.osu.edu/osu/reviews/default.cfm?featuredreview=76,monthly reviews of current books
blog,Bookmark This! History and Headlines,/nhec-blog/23530,blog/bookmark-this-history-and-headlines-23530.md,http://ehistory.osu.edu/osu/reviews/reviewview.cfm?id=72,"*A Cruel Wind: Pandemic Flu in America, 1918-1920*"
blog,Bookmark This! History and Headlines,/nhec-blog/23530,blog/bookmark-this-history-and-headlines-23530.md,http://ehistory.osu.edu/osu/reviews/reviewview.cfm?id=63,*Sweet Land of Liberty: The Forgotten Struggle for Civil Rights in the North*
blog,Bookmark This! History and Headlines,/nhec-blog/23530,blog/bookmark-this-history-and-headlines-23530.md,http://ehistory.osu.edu/osu/sources/,Primary Sources
blog,Bookmark This! History and Headlines,/nhec-blog/23530,blog/bookmark-this-history-and-headlines-23530.md,http://ehistory.osu.edu/osu/mmh/,multimedia exhibits
blog,Bookmark This! History and Headlines,/nhec-blog/23530,blog/bookmark-this-history-and-headlines-23530.md,http://ehistory.osu.edu/osu/maps/,maps and images
blog,Bookmark This! History Sites on YouTube,/nhec-blog/21953,blog/bookmark-this-history-sites-on-youtube-21953.md,http://www.youtube.com/user/Newseum,Newseum
blog,Bookmark This! History Sites on YouTube,/nhec-blog/21953,blog/bookmark-this-history-sites-on-youtube-21953.md,http://www.youtube.com/user/ComputerHistory,Computer History Museum
blog,Bookmark This! History Sites on YouTube,/nhec-blog/21953,blog/bookmark-this-history-sites-on-youtube-21953.md,http://www.youtube.com/user/LibraryOfCongress,Library of Congress
blog,Bookmark This! History Sites on YouTube,/nhec-blog/21953,blog/bookmark-this-history-sites-on-youtube-21953.md,http://blogs.loc.gov/loc/,Blog
blog,Bookmark This! History Sites on YouTube,/nhec-blog/21953,blog/bookmark-this-history-sites-on-youtube-21953.md,http://www.flickr.com/photos/library_of_congress/,Flickr pilot project
blog,Bookmark This! History Sites on YouTube,/nhec-blog/21953,blog/bookmark-this-history-sites-on-youtube-21953.md,http://www.youtube.com/user/ushmm,United States Holocaust Memorial Museum
blog,Bookmark This! New and Improved Websites and Lesson Plans,/nhec-blog/22466,blog/bookmark-this-new-and-improved-websites-and-lesson-plans-22466.md,http://153.9.241.55/atlanticworld/afterslavery/index.html,After Slavery Project
blog,Bookmark This! New and Improved Websites and Lesson Plans,/nhec-blog/22466,blog/bookmark-this-new-and-improved-websites-and-lesson-plans-22466.md,http://153.9.241.55/atlanticworld/afterslavery/units.html,Online Classroom
blog,Bookmark This! New and Improved Websites and Lesson Plans,/nhec-blog/22466,blog/bookmark-this-new-and-improved-websites-and-lesson-plans-22466.md,http://153.9.241.55/atlanticworld/afterslavery/chapter2.html,Freed Slaves Mobilize
blog,Bookmark This! New and Improved Websites and Lesson Plans,/nhec-blog/22466,blog/bookmark-this-new-and-improved-websites-and-lesson-plans-22466.md,http://www.edsitement.neh.gov,EDSITEment
blog,Bookmark This! New and Improved Websites and Lesson Plans,/nhec-blog/22466,blog/bookmark-this-new-and-improved-websites-and-lesson-plans-22466.md,http://edsitement.neh.gov/democracy-america-alexis-de-tocquevilles-introduction#03,teaching Alexis de Tocqueville's *Introduction to Democracy in America*
blog,Bookmark This! New and Improved Websites and Lesson Plans,/nhec-blog/22466,blog/bookmark-this-new-and-improved-websites-and-lesson-plans-22466.md,http://edsitement.neh.gov/lesson-plan/thomas-hart-benton--sources-country-music,Thomas Hart Benton's painting *The Sources of Country Music*
blog,Bookmark This! New and Improved Websites and Lesson Plans,/nhec-blog/22466,blog/bookmark-this-new-and-improved-websites-and-lesson-plans-22466.md,http://edsitement.neh.gov/lesson-plan/three-shots-ernest-hemingways-nick-adams,Ernest Hemingway's short story *Three Shots*
blog,Bookmark This! Our Courts Especially for Middle School Students,/nhec-blog/22482,blog/bookmark-this-our-courts-especially-for-middle-school-students-22482.md,http://www.icivics.org/,Our Courts
blog,Bookmark This! Our Courts Especially for Middle School Students,/nhec-blog/22482,blog/bookmark-this-our-courts-especially-for-middle-school-students-22482.md,http://www.icivics.org/games,online games
blog,Bookmark This! Our Courts Especially for Middle School Students,/nhec-blog/22482,blog/bookmark-this-our-courts-especially-for-middle-school-students-22482.md,http://www.icivics.org/teachers,lesson plans
blog,Bookmark This! Our Courts Especially for Middle School Students,/nhec-blog/22482,blog/bookmark-this-our-courts-especially-for-middle-school-students-22482.md,http://www.icivics.org/subject/constitution-and-bill-rights,U.S. Constitution and U.S Bill of Rights
blog,Bookmark This! Our Courts Especially for Middle School Students,/nhec-blog/22482,blog/bookmark-this-our-courts-especially-for-middle-school-students-22482.md,http://www.icivics.org/learn-about-civics/talk-to-the-justice,contact Justice O'Connor
blog,Bookmark This! Resources for Movie Friday,/nhec-blog/21892,blog/bookmark-this-resources-for-movie-friday-21892.md,http://ahivfree.alexanderstreet.com/,American History in Video
blog,Bookmark This! Resources for Movie Friday,/nhec-blog/21892,blog/bookmark-this-resources-for-movie-friday-21892.md,http://www.pbs.org/wgbh/americanexperience/,American Experience Films
blog,Bookmark This! Resources for Movie Friday,/nhec-blog/21892,blog/bookmark-this-resources-for-movie-friday-21892.md,http://www.pbs.org,PBS
blog,Bookmark This! Resources for Movie Friday,/nhec-blog/21892,blog/bookmark-this-resources-for-movie-friday-21892.md,http://www.archive.org/details/FedFlix,FedFlix
blog,Bookmark This! Resources for Movie Friday,/nhec-blog/21892,blog/bookmark-this-resources-for-movie-friday-21892.md,http://public.resource.org/ntis.gov/index.html,National Technical Information Service Library of Commerce
blog,Bookmark This! Resources for Movie Friday,/nhec-blog/21892,blog/bookmark-this-resources-for-movie-friday-21892.md,http://www.public.resource.org,Public.Resource.org
blog,Bookmark This! Teacher Resources at the Library of Congress,/nhec-blog/22366,blog/bookmark-this-teacher-resources-at-the-library-of-congress-22366.md,http://www.loc.gov/teachers/,home for teachers at the Library of Congress
blog,Bookmark This! Teacher Resources at the Library of Congress,/nhec-blog/22366,blog/bookmark-this-teacher-resources-at-the-library-of-congress-22366.md,http://www.loc.gov/index.html,Library's home page
blog,Bookmark This! Teacher Resources at the Library of Congress,/nhec-blog/22366,blog/bookmark-this-teacher-resources-at-the-library-of-congress-22366.md,http://blogs.loc.gov/loc/2009/06/new-teachers-site-is-all-class/,blog describes the background
blog,Bookmark This! Teacher Resources at the Library of Congress,/nhec-blog/22366,blog/bookmark-this-teacher-resources-at-the-library-of-congress-22366.md,http://www.loc.gov/teachers/professionaldevelopment/,TPS Direct
blog,Bookmark This! Teacher Resources at the Library of Congress,/nhec-blog/22366,blog/bookmark-this-teacher-resources-at-the-library-of-congress-22366.md,http://www.loc.gov/teachers/professionaldevelopment/tpsdirect/pdplanbuilder/,Professional Development Plan Builder
blog,Bookmark This! Teacher Resources at the Library of Congress,/nhec-blog/22366,blog/bookmark-this-teacher-resources-at-the-library-of-congress-22366.md,http://www.loc.gov/teachers/classroommaterials/themes/,Themed Resources
blog,Bookmark This! Teacher Resources at the Library of Congress,/nhec-blog/22366,blog/bookmark-this-teacher-resources-at-the-library-of-congress-22366.md,http://www.loc.gov/teachers/classroommaterials/themes/great-depression/,The Great Depression
blog,Bookmark This! Teacher Resources at the Library of Congress,/nhec-blog/22366,blog/bookmark-this-teacher-resources-at-the-library-of-congress-22366.md,http://www.loc.gov/teachers/classroommaterials/themes/labor/,Labor
blog,Bookmark This! Teacher Resources at the Library of Congress,/nhec-blog/22366,blog/bookmark-this-teacher-resources-at-the-library-of-congress-22366.md,http://www.loc.gov/teachers/classroommaterials/themes/immigration/,Immigration
blog,Bookmark This! Teacher Resources at the Library of Congress,/nhec-blog/22366,blog/bookmark-this-teacher-resources-at-the-library-of-congress-22366.md,http://www.loc.gov/teachers/classroommaterials/themes/geography/,Geography and Maps
blog,Bookmark This! Teacher Resources at the Library of Congress,/nhec-blog/22366,blog/bookmark-this-teacher-resources-at-the-library-of-congress-22366.md,http://www.loc.gov/teachers/classroommaterials/themes/literature/,Literature and Poetry
blog,"Bookmark This! Teachers, Teens, and Technology",/nhec-blog/24065,blog/bookmark-this-teachers-teens-and-technology-24065.md,http://www.eschoolnews.com,ESchool
blog,"Bookmark This! Teachers, Teens, and Technology",/nhec-blog/24065,blog/bookmark-this-teachers-teens-and-technology-24065.md,http://www.eschoolnews.com/2010/05/05/survey-reveals-gaps-in-school-technology-perceptions/2/?,Survey reveals gaps in school technology perceptions
blog,"Bookmark This! Teachers, Teens, and Technology",/nhec-blog/24065,blog/bookmark-this-teachers-teens-and-technology-24065.md,http://pewresearch.org,Pew Research Center
blog,"Bookmark This! Teachers, Teens, and Technology",/nhec-blog/24065,blog/bookmark-this-teachers-teens-and-technology-24065.md,http://pewresearch.org/pubs/1516/millennials-panel-two-millennials-media-information,"Millennials, Media and Information"
blog,"Bookmark This! Teachers, Teens, and Technology",/nhec-blog/24065,blog/bookmark-this-teachers-teens-and-technology-24065.md,http://pewresearch.org/pubs/1572/teens-cell-phones-text-messages,"Teens, Cell Phones and Texting"
blog,"Bookmark This! Teachers, Teens, and Technology",/nhec-blog/24065,blog/bookmark-this-teachers-teens-and-technology-24065.md,http://pewresearch.org/pubs/1484/social-media-mobile-internet-use-teens-millennials-fewer-blog,Social Media & Mobile Internet Use Among Teens and Young Adults
blog,"Bookmark This! Teachers, Teens, and Technology",/nhec-blog/24065,blog/bookmark-this-teachers-teens-and-technology-24065.md,http://blog.nielsen.com/nielsenwire/consumer/teens-more-normal-than-you-think-regarding-media-usage/,How Teens Use Media
blog,Bookmark This! Teaching Mexican American History with the Bracero Program,/nhec-blog/22879,blog/bookmark-this-teaching-mexican-american-history-with-the-bracero-program-22879.md,http://americanhistory.si.edu/exhibitions/exhibition.cfm?key=38&exkey=1357,*Bittersweet Harvest: The Bracero Program 1942-1964*
blog,Bookmark This! Teaching Mexican American History with the Bracero Program,/nhec-blog/22879,blog/bookmark-this-teaching-mexican-american-history-with-the-bracero-program-22879.md,http://braceroarchive.org,Bracero History Archive
blog,Bookmark This! Teaching Mexican American History with the Bracero Program,/nhec-blog/22879,blog/bookmark-this-teaching-mexican-american-history-with-the-bracero-program-22879.md,http://blog.americanhistory.si.edu/osaycanyousee/2009/09/collecting-bracero-history.html,talks about how he gathered oral histories
blog,Bookmark This! Teaching Mexican American History with the Bracero Program,/nhec-blog/22879,blog/bookmark-this-teaching-mexican-american-history-with-the-bracero-program-22879.md,http://braceroarchive.org/teaching,Lesson Plans
blog,Bookmark This! Virtual Fieldtrips,/nhec-blog/22950,blog/bookmark-this-virtual-fieldtrips-22950.md,http://www.history.org,Colonial Williamsburg
blog,Bookmark This! Virtual Fieldtrips,/nhec-blog/22950,blog/bookmark-this-virtual-fieldtrips-22950.md,http://www.history.org/history/teaching/eft//,Electronic Field Trips
blog,Bookmark This! Virtual Fieldtrips,/nhec-blog/22950,blog/bookmark-this-virtual-fieldtrips-22950.md,http://www.history.org/history/teaching/eft//explore.cfm,Explore the Field Trip
blog,Bookmark This! Virtual Fieldtrips,/nhec-blog/22950,blog/bookmark-this-virtual-fieldtrips-22950.md,http://www.monticello.org,Monticello
blog,Bookmark This! Virtual Fieldtrips,/nhec-blog/22950,blog/bookmark-this-virtual-fieldtrips-22950.md,http://explorer.monticello.org/index.html,virtual field trip
blog,Bookmark This! Virtual Fieldtrips,/nhec-blog/22950,blog/bookmark-this-virtual-fieldtrips-22950.md,http://www.youtube.com/annefrank#p/u/1/I96pqOsQ9fE,The Official Anne Frank Channel
blog,Bookmark This! Virtual Fieldtrips,/nhec-blog/22950,blog/bookmark-this-virtual-fieldtrips-22950.md,http://www.youtube.com/annefrank#p/u/4/caVZeqEcrg4,a video demonstrates
blog,Bookmark This! Virtual Fieldtrips,/nhec-blog/22950,blog/bookmark-this-virtual-fieldtrips-22950.md,http://www.plimoth.org/learn,You are the Historian: Plimouth Plantation's Online Investigation of the 1621 harvest celebration
blog,Bookmark This! Virtual Fieldtrips,/nhec-blog/22950,blog/bookmark-this-virtual-fieldtrips-22950.md,http://www.meetmeatthecorner.org/,Meet Me at the Corner
blog,Bookmark This! Virtual Fieldtrips,/nhec-blog/22950,blog/bookmark-this-virtual-fieldtrips-22950.md,http://www.meetmeatthecorner.org/episodes/The-Hudson-River-and-Henry-Hudsons-Voyage,*The Hudson River and Henry Hudson's Voyage*
blog,Bookmark This! World War II Interactive Collection: Free From Footnote (December only),/nhec-blog/23632,blog/bookmark-this-world-war-ii-interactive-collection-free-from-footnote-december-only-23632.md,http://www.fold3.com/,Footnote.com
blog,Bookmark This! World War II Interactive Collection: Free From Footnote (December only),/nhec-blog/23632,blog/bookmark-this-world-war-ii-interactive-collection-free-from-footnote-december-only-23632.md,http://go.fold3.com/wwii/,WWII records
blog,Bookmark This! World War II Interactive Collection: Free From Footnote (December only),/nhec-blog/23632,blog/bookmark-this-world-war-ii-interactive-collection-free-from-footnote-december-only-23632.md,http://go.fold3.com/arizona_memorial/,USS Arizona Memorial
blog,Bookmark This! World War II Interactive Collection: Free From Footnote (December only),/nhec-blog/23632,blog/bookmark-this-world-war-ii-interactive-collection-free-from-footnote-december-only-23632.md,http://go.fold3.com/wwii_photos/,"80,000 photos"
blog,Bookmark This! World War II Interactive Collection: Free From Footnote (December only),/nhec-blog/23632,blog/bookmark-this-world-war-ii-interactive-collection-free-from-footnote-december-only-23632.md,http://www.fold3.com/documents/26149246/japanese_air_target_analyses/?xid=605,Japanese Air Target Analysis
blog,Bookmark This! World War II Interactive Collection: Free From Footnote (December only),/nhec-blog/23632,blog/bookmark-this-world-war-ii-interactive-collection-free-from-footnote-december-only-23632.md,http://www.fold3.com/documents/27412754/wwii_jag_case_files_pacific_army/?xid=605,Army JAG Case Files
blog,Bookmark This! World War II Interactive Collection: Free From Footnote (December only),/nhec-blog/23632,blog/bookmark-this-world-war-ii-interactive-collection-free-from-footnote-december-only-23632.md,http://www.fold3.com/documents/27406108/wwii_jag_case_files_pacific_navy/?xid=605,Navy JAG Case Files
blog,Bookmark This! World War II Interactive Collection: Free From Footnote (December only),/nhec-blog/23632,blog/bookmark-this-world-war-ii-interactive-collection-free-from-footnote-december-only-23632.md,http://www.fold3.com/documents/27399785/wwii_naval_press_clippings/?xid=605,Naval Press Clippings
blog,Bookmark This! World War II Interactive Collection: Free From Footnote (December only),/nhec-blog/23632,blog/bookmark-this-world-war-ii-interactive-collection-free-from-footnote-december-only-23632.md,http://www.fold3.com/documents/27508460/wwii_allied_military_conferences/?xid=605,Allied Military Conferences
blog,Bookmark This! World War II Interactive Collection: Free From Footnote (December only),/nhec-blog/23632,blog/bookmark-this-world-war-ii-interactive-collection-free-from-footnote-december-only-23632.md,"http://go.footnote.com/holocaust/?xid=605""",Holocaust Records
blog,Bookmark This! World War II Interactive Collection: Free From Footnote (December only),/nhec-blog/23632,blog/bookmark-this-world-war-ii-interactive-collection-free-from-footnote-december-only-23632.md,http://go.fold3.com/wwii_heropages/?xid=605,creating or contributing to Hero Pages
blog,Bookmark This! World War II Interactive Collection: Free From Footnote (December only),/nhec-blog/23632,blog/bookmark-this-world-war-ii-interactive-collection-free-from-footnote-december-only-23632.md,http://archives.gov/press/press-releases/2007/nr07-41.html,non-exclusive partnership
blog,Bookmark This! World War II Interactive Collection: Free From Footnote (December only),/nhec-blog/23632,blog/bookmark-this-world-war-ii-interactive-collection-free-from-footnote-december-only-23632.md,http://www.archives.gov/index.html,National Archives
blog,Bookmark This! World War II Interactive Collection: Free From Footnote (December only),/nhec-blog/23632,blog/bookmark-this-world-war-ii-interactive-collection-free-from-footnote-december-only-23632.md,http://go.fold3.com/nara/,Mathew Brady Collection of Civil War Photographs and Papers of the Continental Congress
blog,"Bring ""The National Parks: America's Best Idea"" into the Classroom",/nhec-blog/23431,blog/bring-the-national-parks-americas-best-idea-into-the-classroom-23431.md,http://www.pbs.org/nationalparks/,*The National Parks: America's Best Idea*
blog,"Bring ""The National Parks: America's Best Idea"" into the Classroom",/nhec-blog/23431,blog/bring-the-national-parks-americas-best-idea-into-the-classroom-23431.md,http://www.nytimes.com/2009/09/25/arts/television/25parks.html?,*The New York Times* review
blog,"Bring ""The National Parks: America's Best Idea"" into the Classroom",/nhec-blog/23431,blog/bring-the-national-parks-americas-best-idea-into-the-classroom-23431.md,http://www.pbs.org/nationalparks/share-your-story/,uploading your own national parks story
blog,"Bring ""The National Parks: America's Best Idea"" into the Classroom",/nhec-blog/23431,blog/bring-the-national-parks-americas-best-idea-into-the-classroom-23431.md,http://www.pbs.org/nationalparks/search/,archive of primary source documents and photos
blog,"Bring ""The National Parks: America's Best Idea"" into the Classroom",/nhec-blog/23431,blog/bring-the-national-parks-americas-best-idea-into-the-classroom-23431.md,http://www.pbs.org/nationalparks/people/,biographical essays
blog,"Bring ""The National Parks: America's Best Idea"" into the Classroom",/nhec-blog/23431,blog/bring-the-national-parks-americas-best-idea-into-the-classroom-23431.md,http://video.pbs.org/program/national-parks/,Short videos
blog,"Bring ""The National Parks: America's Best Idea"" into the Classroom",/nhec-blog/23431,blog/bring-the-national-parks-americas-best-idea-into-the-classroom-23431.md,http://www.pbs.org/nationalparks/for-educators/lesson-plans/#campfire,A Campfire Conversation
blog,"Bring ""The National Parks: America's Best Idea"" into the Classroom",/nhec-blog/23431,blog/bring-the-national-parks-americas-best-idea-into-the-classroom-23431.md,http://www.pbs.org/nationalparks/for-educators/lesson-plans/#see,All Aboard! See America First
blog,"Bring ""The National Parks: America's Best Idea"" into the Classroom",/nhec-blog/23431,blog/bring-the-national-parks-americas-best-idea-into-the-classroom-23431.md,http://www.pbs.org/nationalparks/for-educators/lesson-plans/#images,Images of the Parks
blog,"Bring ""The National Parks: America's Best Idea"" into the Classroom",/nhec-blog/23431,blog/bring-the-national-parks-americas-best-idea-into-the-classroom-23431.md,http://www.pbs.org/nationalparks/about/untold-stories/,The Untold Stories Project
blog,Bringing National Parks into the Classroom,/nhec-blog/19549,blog/bringing-national-parks-into-the-classroom-19549.md,http://www.nps.gov/learn/trunks.htm,Traveling trunks
blog,Bringing National Parks into the Classroom,/nhec-blog/19549,blog/bringing-national-parks-into-the-classroom-19549.md,http://www.nps.gov/learn/speakers.htm,in-class programs with Park Rangers
blog,Bringing National Parks into the Classroom,/nhec-blog/19549,blog/bringing-national-parks-into-the-classroom-19549.md,http://www.webrangers.us/index.cfm,Web Rangers
blog,Bringing Primary Sources into the Classroom,/nhec-blog/23898,blog/bringing-primary-sources-into-the-classroom-23898.md,http://web.wm.edu/hsi/?svr=www,H.S.I: Historical Scene Investigation
blog,Bringing Primary Sources into the Classroom,/nhec-blog/23898,blog/bringing-primary-sources-into-the-classroom-23898.md,http://education.wm.edu/,College of William and Mary School of Education
blog,Bringing Primary Sources into the Classroom,/nhec-blog/23898,blog/bringing-primary-sources-into-the-classroom-23898.md,http://education.uky.edu/,University of Kentucky School of Education
blog,Bringing Primary Sources into the Classroom,/nhec-blog/23898,blog/bringing-primary-sources-into-the-classroom-23898.md,http://www.loc.gov/teachers/tps/,Library of Congress Teaching with Primary Sources Program
blog,Bringing Primary Sources into the Classroom,/nhec-blog/23898,blog/bringing-primary-sources-into-the-classroom-23898.md,http://web.wm.edu/hsi/cases/boston/boston_preview.html,Boston Massacre
blog,Bringing Primary Sources into the Classroom,/nhec-blog/23898,blog/bringing-primary-sources-into-the-classroom-23898.md,http://web.wm.edu/hsi/cases/segregation/segregation_preview.html,School Desegregation
blog,Bringing Primary Sources into the Classroom,/nhec-blog/23898,blog/bringing-primary-sources-into-the-classroom-23898.md,http://web.wm.edu/hsi/cases/bomb/bomb_preview.html,Dropping the Bomb
blog,Bringing Primary Sources into the Classroom,/nhec-blog/23898,blog/bringing-primary-sources-into-the-classroom-23898.md,http://web.wm.edu/hsi/model.html,four-step instructional model
blog,Bringing Primary Sources into the Classroom,/nhec-blog/23898,blog/bringing-primary-sources-into-the-classroom-23898.md,http://web.wm.edu/hsi/cases/jamestown/jamestown_documents.htm#doc1,"John Smith's Description of the Powhatans, 1612"
blog,"Chronicling America Newspaper Site Adds More Pages, Features",/nhec-blog/19123,blog/chronicling-america-newspaper-site-adds-more-pages-features-19123.md,http://www.loc.gov/today/pr/2008/08-049.html,Chronicling America Web site
blog,"Chronicling America Newspaper Site Adds More Pages, Features",/nhec-blog/19123,blog/chronicling-america-newspaper-site-adds-more-pages-features-19123.md,http://www.loc.gov/index.html,Library of Congress
blog,"Chronicling America Newspaper Site Adds More Pages, Features",/nhec-blog/19123,blog/chronicling-america-newspaper-site-adds-more-pages-features-19123.md,http://www.neh.gov,National Endowment for the Humanities (NEH)
blog,"Chronicling America Newspaper Site Adds More Pages, Features",/nhec-blog/19123,blog/chronicling-america-newspaper-site-adds-more-pages-features-19123.md,http://www.loc.gov/rr/news/topics/McKinley.html,The Assassination of President McKinley
blog,"Chronicling America Newspaper Site Adds More Pages, Features",/nhec-blog/19123,blog/chronicling-america-newspaper-site-adds-more-pages-features-19123.md,http://www.loc.gov/rr/news/topics/earthquake.html,San Franciso earthquake of 1909
blog,Cintia Cabib's Interdisciplinary Gardening,/nhec-blog/24668,blog/cintia-cabibs-interdisciplinary-gardening-24668.md,http://communityofgardeners.com/,Communityofgardeners.com
blog,Cintia Cabib's Interdisciplinary Gardening,/nhec-blog/24668,blog/cintia-cabibs-interdisciplinary-gardening-24668.md,http://www.csgn.org/store/gardens-learning,*Gardens for Learning—Creating and Sustaining Your School Garden*
blog,Cintia Cabib's Interdisciplinary Gardening,/nhec-blog/24668,blog/cintia-cabibs-interdisciplinary-gardening-24668.md,http://www.kidsgardening.org,Kidsgardening.org
blog,Cintia Cabib's Interdisciplinary Gardening,/nhec-blog/24668,blog/cintia-cabibs-interdisciplinary-gardening-24668.md,http://www.ecoliteracy.org/news/school-gardens-guide-now-available-0,*Getting Started: A Guide for Creating School Gardens as Outdoor Classrooms*
blog,Cintia Cabib's Interdisciplinary Gardening,/nhec-blog/24668,blog/cintia-cabibs-interdisciplinary-gardening-24668.md,http://www.gardenabcs.com/Lessons.html,GARDENABCS
blog,Classroom Resources: Presidential Inaugurals,/nhec-blog/20576,blog/classroom-resources-presidential-inaugurals-20576.md,http://www.abrahamlincoln200.org/,200th anniversary of the birth of Abraham Lincoln
blog,Classroom Resources: Presidential Inaugurals,/nhec-blog/20576,blog/classroom-resources-presidential-inaugurals-20576.md,http://myloc.gov/Exhibitions/gettysburgaddress/Pages/default.aspx,Lincoln's Gettysburg Address
blog,Classroom Resources: Presidential Inaugurals,/nhec-blog/20576,blog/classroom-resources-presidential-inaugurals-20576.md,http://inaugural.senate.gov/,Joint Congressional Committee on Inaugural Ceremonies (JCCIC)
blog,Classroom Resources: Presidential Inaugurals,/nhec-blog/20576,blog/classroom-resources-presidential-inaugurals-20576.md,http://www.loc.gov/index.html,Library of Congress
blog,Classroom Resources: Presidential Inaugurals,/nhec-blog/20576,blog/classroom-resources-presidential-inaugurals-20576.md,http://www.loc.gov/today/pr/2008/08-199.html,*With Malice Toward None: The Abraham Lincoln Bicentennial Exhibition*
blog,Classroom Resources: Presidential Inaugurals,/nhec-blog/20576,blog/classroom-resources-presidential-inaugurals-20576.md,http://www.boston.com,*Boston Globe*
blog,Classroom Resources: Presidential Inaugurals,/nhec-blog/20576,blog/classroom-resources-presidential-inaugurals-20576.md,http://www.boston.com/news/nation/washington/articles/2008/12/28/at_capitol_slaverys_story_turns_full_circle/,"""At Capitol, Slavery's Story Turns Full Circle"""
blog,Classroom Resources: Presidential Inaugurals,/nhec-blog/20576,blog/classroom-resources-presidential-inaugurals-20576.md,http://www.nytimes.com,New York Times
blog,Classroom Resources: Presidential Inaugurals,/nhec-blog/20576,blog/classroom-resources-presidential-inaugurals-20576.md,http://www.nytimes.com/interactive/2009/01/04/education/edlife/20090104EdlifeQuiz.html?ref=edlife,*Paving the Way to the Inaugural Ball*
blog,Classroom Resources: Presidential Inaugurals,/nhec-blog/20576,blog/classroom-resources-presidential-inaugurals-20576.md,http://inaugural.senate.gov,JCCIC
blog,Classroom Resources: Presidential Inaugurals,/nhec-blog/20576,blog/classroom-resources-presidential-inaugurals-20576.md,http://inaugural.senate.gov/history/daysevents/inauguralparade.cfm,inaugural parade
blog,Classroom Resources: Presidential Inaugurals,/nhec-blog/20576,blog/classroom-resources-presidential-inaugurals-20576.md,http://inaugural.senate.gov/history/factsandfirsts/index.cfm,Facts and Firsts
blog,Classroom Resources: Presidential Inaugurals,/nhec-blog/20576,blog/classroom-resources-presidential-inaugurals-20576.md,http://inaugural.senate.gov/history/daysevents/inauguralball.cfm,the history of inaugural balls
blog,Classroom Resources: Presidential Inaugurals,/nhec-blog/20576,blog/classroom-resources-presidential-inaugurals-20576.md,http://memory.loc.gov/ammem/pihtml/,"approximately 400 items or 2,000 digital files"
blog,Classroom Resources: Presidential Inaugurals,/nhec-blog/20576,blog/classroom-resources-presidential-inaugurals-20576.md,http://www.archives.gov/index.html,National Archives
blog,Classroom Resources: Presidential Inaugurals,/nhec-blog/20576,blog/classroom-resources-presidential-inaugurals-20576.md,http://www.archives.gov/legislative/features/gw-inauguration/,George Washington's First Inaugural Address
blog,Classroom Resources: Presidential Inaugurals,/nhec-blog/20576,blog/classroom-resources-presidential-inaugurals-20576.md,http://www.archives.gov/press/press-releases/2009/nr09-39.html,programs and exhibits
blog,Classroom Resources: Presidential Inaugurals,/nhec-blog/20576,blog/classroom-resources-presidential-inaugurals-20576.md,http://hnn.us,History News Network
blog,Classroom Resources: Presidential Inaugurals,/nhec-blog/20576,blog/classroom-resources-presidential-inaugurals-20576.md,http://hnn.us/articles/9534.html,hot topics associated with inaugurals
blog,Classroom Resources: Presidential Inaugurals,/nhec-blog/20576,blog/classroom-resources-presidential-inaugurals-20576.md,http://hnn.us/roundup/entries/9662.html,*The Best and Worst of Inaugural Addresses*
