section,page_title,page_url,source_file,link_url,link_text,link_kind,doc_heading,in_bibliography,in_caption,http_status,final_url,redirect_kind,remote_title,broken_category,bucket,bulk_delete_candidate,confidence,suggested_action,wayback_url,wayback_status
blog,Teachinghistory.org’s AHA Workshop: Teaching the Past in a Digital World,/nhec-blog/25380,blog/teachinghistoryorgs-aha-workshop-teaching-the-past-in-a-digital-world-25380.md,http://web.archive.org/web/20200814052141/https://www.nche.net/conference,conference,hyperlink,,False,False,,,none,,needs-human,none,False,low,ok,,
blog,Tech Tips for Everybody from David Pogue at The New York Times,/nhec-blog/20045,blog/tech-tips-for-everybody-from-david-pogue-at-the-new-york-times-20045.md,http://pogue.blogs.nytimes.com,David Pogue,hyperlink,,False,False,200,https://archive.nytimes.com/pogue.blogs.nytimes.com/,substantive,Technology - Pogue's Posts Blog - The New York Times,C-candidate,none,False,medium,needs-subjective-review,,not_archived
blog,Tech Tips for Everybody from David Pogue at The New York Times,/nhec-blog/20045,blog/tech-tips-for-everybody-from-david-pogue-at-the-new-york-times-20045.md,http://www.nytimes.com,*The New York Times*,hyperlink,,False,False,200,https://www.nytimes.com/,benign,"The New York Times - Breaking News, US News, World News and Videos",live,none,False,high,ok,,
blog,Tech Tips for Everybody from David Pogue at The New York Times,/nhec-blog/20045,blog/tech-tips-for-everybody-from-david-pogue-at-the-new-york-times-20045.md,http://web.archive.org/web/20220409073243/https://pogue.blogs.nytimes.com/2008/10/02/tech-tips-for-the-basic-computer-user/?em,assembled a list of those basics,hyperlink,,False,False,,,none,,needs-human,none,False,low,ok,,
blog,Technology in the Classroom:  Wikis,/nhec-blog/14917,blog/technology-in-the-classroom-wikis-14917.md,http://www.edweek.org/dd/articles/2007/09/12/02wiki.h01.html,*Wiki Wisdom: Lessons for Educators*,hyperlink,,False,False,200,https://www.edweek.org/technology/wiki-wisdom-lessons-for-educators/2007/09,benign,Wiki Wisdom: Lessons for Educators,live,none,False,high,ok,,
blog,Technology in the Classroom:  Wikis,/nhec-blog/14917,blog/technology-in-the-classroom-wikis-14917.md,http://www.edweek.org/ew/index.html,"*EdWeek*, September 12, 2007",hyperlink,,False,False,200,https://www.edweek.org/,benign,Education Week - K-12 education news and information,live,none,False,high,ok,,
blog,Thanksgiving: The Real Backstory,/nhec-blog/23572,blog/thanksgiving-the-real-backstory-23572.md,http://www.loc.gov/index.html,Library of Congress,hyperlink,,False,True,200,https://www.loc.gov/,benign,Home | Library of Congress,live,caption_maybe,True,high,bulk-unlink,,
blog,Thanksgiving: The Real Backstory,/nhec-blog/23572,blog/thanksgiving-the-real-backstory-23572.md,http://www.loc.gov/wiseguide/nov02/thanks-early.html,Wise Guide,hyperlink,,False,True,200,https://blogs.loc.gov,substantive,Library of Congress Blogs | Blogs from the Library of Congress,C-candidate,caption_maybe,True,medium,bulk-unlink,,
blog,Thanksgiving: The Real Backstory,/nhec-blog/23572,blog/thanksgiving-the-real-backstory-23572.md,http://web.archive.org/web/20200223221804/http://www.loc.gov:80/teachers/classroommaterials/presentationsandactivities/presentations/thanksgiving/timeline/1610.html,*this*,hyperlink,,False,True,,,none,,needs-human,caption_maybe,True,low,bulk-unlink,,
blog,Thanksgiving: The Real Backstory,/nhec-blog/23572,blog/thanksgiving-the-real-backstory-23572.md,http://www.loc.gov/teachers/classroommaterials/presentationsandactivities/,American Memory Learning Page,hyperlink,,False,True,403,https://www.loc.gov/classroom-materials/?fa=partof_type:presentation,benign,,blocked-unknown,caption_maybe,True,low,bulk-unlink,,
blog,Thanksgiving: The Real Backstory,/nhec-blog/23572,blog/thanksgiving-the-real-backstory-23572.md,http://web.archive.org/web/20190717082412/http://www.loc.gov:80/teachers/classroommaterials/presentationsandactivities/presentations/thanksgiving/,Thanksgiving in American Memory,hyperlink,,False,True,,,none,,needs-human,caption_maybe,True,low,bulk-unlink,,
blog,Thanksgiving: The Real Backstory,/nhec-blog/23572,blog/thanksgiving-the-real-backstory-23572.md,http://www.plimoth.org,Plimoth Plantation,hyperlink,,False,False,200,https://plimoth.org/,benign,Plimoth Patuxet Museums | Home,live,none,False,high,ok,,
blog,Thanksgiving: The Real Backstory,/nhec-blog/23572,blog/thanksgiving-the-real-backstory-23572.md,http://www.plimoth.org/learn/MRL/read/thanksgiving-history,often called the First Thanksgiving,hyperlink,,False,False,200,https://plimoth.org/for-students/homework-help,benign,Plimoth Patuxet Museums | Homework Help,live,none,False,high,ok,,
blog,Thanksgiving: The Real Backstory,/nhec-blog/23572,blog/thanksgiving-the-real-backstory-23572.md,http://www.plimoth.org/learn,You are the Historian: Investigating the First Thanksgiving,hyperlink,,False,False,200,https://plimoth.org/,benign,Plimoth Patuxet Museums | Home,live,none,False,high,ok,,
blog,Thanksgiving: The Real Backstory,/nhec-blog/23572,blog/thanksgiving-the-real-backstory-23572.md,http://www.nps.gov/index.htm,National Park Service,hyperlink,,False,False,200,https://www.nps.gov/index.htm,benign,NPS.gov Homepage (U.S. National Park Service),live,none,False,high,ok,,
blog,Thanksgiving: The Real Backstory,/nhec-blog/23572,blog/thanksgiving-the-real-backstory-23572.md,http://www.nps.gov/history/history/online_books/source/sb2/sb2w.htm,Thanksgiving Day Proclamation,hyperlink,,False,False,404,https://www.nps.gov/history/history/online_books/source/sb2/sb2w.htm,benign,,A,none,False,high,needs-subjective-review,,not_archived
blog,Thanksgiving: The Real Backstory,/nhec-blog/23572,blog/thanksgiving-the-real-backstory-23572.md,http://www.whitehouse.gov,White House website,hyperlink,,False,False,200,https://www.whitehouse.gov/,benign,The White House,live,none,False,high,ok,,
blog,Thanksgiving: The Real Backstory,/nhec-blog/23572,blog/thanksgiving-the-real-backstory-23572.md,http://backstoryradio.org/,Backstory with the American History Guys,hyperlink,,False,False,200,https://backstoryradio.org/,benign,BackStory with the American History Guys,live,none,False,high,ok,,
blog,Thanksgiving: The Real Backstory,/nhec-blog/23572,blog/thanksgiving-the-real-backstory-23572.md,http://www.backstoryradio.org/2009/11/american-as-pumpkin-pie-a-history-of-thanksgiving/,*As American as Pumpkin Pie: A History of Thanksgiving*,hyperlink,,False,False,404,https://backstoryradio.org/2009/11/american-as-pumpkin-pie-a-history-of-thanksgiving/,benign,,A,none,False,high,needs-subjective-review,,not_archived
blog,Thanksgiving: The Real Backstory,/nhec-blog/23572,blog/thanksgiving-the-real-backstory-23572.md,http://findarticles.com/p/articles/mi_m2005/is_4_32/ai_55083998/pg_2/?tag=content;col1,how the the industrial revolution and large-scale migration and immigration,hyperlink,,False,False,200,https://www.findarticles.com/news/,benign,News Articles - FindArticles,live,none,False,high,ok,,
blog,Thanksgiving: The Real Backstory,/nhec-blog/23572,blog/thanksgiving-the-real-backstory-23572.md,http://web.archive.org/web/20121018190614/http://web.archive.org/web/20121018190614/http://www.virginia.edu/vfh/photoalbums/backstory/tgiving09/,audio slideshow of primary sources,hyperlink,,False,True,,,none,,needs-human,caption_maybe,True,low,bulk-unlink,,
blog,Thanksgiving: The Real Backstory,/nhec-blog/23572,blog/thanksgiving-the-real-backstory-23572.md,http://web.archive.org/web/20190717082412/http://www.loc.gov:80/teachers/classroommaterials/presentationsandactivities/presentations/thanksgiving/timeline/1541.html,thanksgiving celebrations from the Library of Congress,hyperlink,,False,True,,,none,,needs-human,caption_maybe,True,low,bulk-unlink,,
blog,Thanksgiving: The Real Backstory,/nhec-blog/23572,blog/thanksgiving-the-real-backstory-23572.md,http://www.nytimes.com/2005/11/24/opinion/24mcwilliams.html?_r=2&pagewanted=print,article on the agricultural challenges of Europeans in the New World,hyperlink,,False,True,403,http://www.nytimes.com/2005/11/24/opinion/24mcwilliams.html?_r=2&pagewanted=print,none,,blocked-unknown,caption_maybe,True,low,bulk-unlink,,
blog,Thanksgiving: The Real Backstory,/nhec-blog/23572,blog/thanksgiving-the-real-backstory-23572.md,http://www.poets.org/viewmedia.php/prmMID/19276,translation of an Iroquois prayer of Thanksgiving,hyperlink,,False,True,200,https://poets.org/poem/thanksgivings,benign,The Thanksgivings by Harriet Maxwell Converse - Poems | Academy of American Poets,live,caption_maybe,True,high,bulk-unlink,,
blog,The Bicentennial of 1812,/nhec-blog/25365,blog/the-bicentennial-of-1812-25365.md,http://web.archive.org/web/20130403044416/http://ourflagwasstillthere.org:80/,Ourflagwasstillthere.org,hyperlink,,False,False,,,none,,needs-human,none,False,low,ok,,
blog,The Bicentennial of 1812,/nhec-blog/25365,blog/the-bicentennial-of-1812-25365.md,http://web.archive.org/web/20130123121433/http://web.archive.org/web/20130123121433/http://web.archive.org/web/20130403044416/http://ourflagwasstillthere.org:80/learning-having-fun.html,educational resources,hyperlink,,False,False,,,none,,needs-human,none,False,low,ok,,
blog,The Bicentennial of 1812,/nhec-blog/25365,blog/the-bicentennial-of-1812-25365.md,http://web.archive.org/web/20160303220359/http://web.archive.org/web/20160303220359/http://www.opsail.org/press-releases/41/secnav-and-opsail-announce-major-events-for-2012/,dates,hyperlink,,False,False,,,none,,needs-human,none,False,low,ok,,
blog,The Bicentennial of 1812,/nhec-blog/25365,blog/the-bicentennial-of-1812-25365.md,http://www.nps.gov/stsp/index.htm,Star-Spangled Banner National Historic Trail,hyperlink,,False,False,200,https://www.nps.gov/stsp/index.htm,benign,Star-Spangled Banner National Historic Trail (U.S. National Park Service),live,none,False,high,ok,,
blog,The Bicentennial of 1812,/nhec-blog/25365,blog/the-bicentennial-of-1812-25365.md,http://www.nps.gov/stsp/forteachers/index.htm>educators resource guide</a> and short <a href=,essays,hyperlink,,False,False,404,https://www.nps.gov/stsp/learn/education/index.htm%3eeducators%20resource%20guide%3c/a%3e%20and%20short%20%3ca%20href=,benign,,A,none,False,high,needs-subjective-review,,not_archived
blog,The Bicentennial of 1812,/nhec-blog/25365,blog/the-bicentennial-of-1812-25365.md,http://starspangled200.org/1812Sites,list,hyperlink,,False,False,404,http://starspangled200.org/1812Sites,none,,A,none,False,high,needs-subjective-review,,not_archived
blog,The Bicentennial of 1812,/nhec-blog/25365,blog/the-bicentennial-of-1812-25365.md,http://web.archive.org/web/20180206205752/http://starspangled200.org:80/Resources/Pages/ForTeachers.aspx,resources for teachers,hyperlink,,False,False,,,none,,needs-human,none,False,low,ok,,
blog,The Bicentennial of 1812,/nhec-blog/25365,blog/the-bicentennial-of-1812-25365.md,http://starspangled200.org/Resources/Documents/1812%20Teacher%20Resource%20Guide_Color.pdf,Teacher Resource Guide,hyperlink,,False,False,404,http://starspangled200.org/Resources/Documents/1812%20Teacher%20Resource%20Guide_Color.pdf,none,,A,none,False,high,needs-subjective-review,,not_archived
blog,The Bicentennial of 1812,/nhec-blog/25365,blog/the-bicentennial-of-1812-25365.md,http://www.friendsoffortmchenry.org/education-programming.html,lesson plans,hyperlink,,False,False,400,https://www.friendsoffortmchenry.org/education-programming.html,benign,,needs-human,none,False,low,ok,,
blog,The Bicentennial of 1812,/nhec-blog/25365,blog/the-bicentennial-of-1812-25365.md,http://www.nps.gov/fomc/index.htm,website,hyperlink,,False,False,200,https://www.nps.gov/fomc/index.htm,benign,Fort McHenry National Monument and Historic Shrine (U.S. National Park Service),live,none,False,high,ok,,
blog,The Bicentennial of 1812,/nhec-blog/25365,blog/the-bicentennial-of-1812-25365.md,http://www.ussconstitutionmuseum.org/,*USS Constitution* Museum,hyperlink,,False,False,200,https://ussconstitutionmuseum.org/,benign,Home - USS Constitution Museum,live,none,False,high,ok,,
blog,The Bicentennial of 1812,/nhec-blog/25365,blog/the-bicentennial-of-1812-25365.md,http://www.asailorslifeforme.org/index.php,*A Sailor's Life for Me!*,hyperlink,,False,False,200,https://asailorslifeforme.org/,benign,Home - A Sailors Life For Me!,live,none,False,high,ok,,
blog,The Bicentennial of 1812,/nhec-blog/25365,blog/the-bicentennial-of-1812-25365.md,http://miwar1812.weebly.com/index.html,lists,hyperlink,,False,False,200,http://miwar1812.weebly.com/index.html,none,MI War of 1812 - Home,live,none,False,high,ok,,
blog,The Bicentennial of 1812,/nhec-blog/25365,blog/the-bicentennial-of-1812-25365.md,http://web.archive.org/web/20170913075851/http://web.archive.org/web/20170913075851/http://www.warof1812.ohio.gov/,website,hyperlink,,False,False,,,none,,needs-human,none,False,low,ok,,
blog,The Bicentennial of 1812,/nhec-blog/25365,blog/the-bicentennial-of-1812-25365.md,http://1812landmarksteachers.org/,The War of 1812 in the Great Lakes and Western Territories,hyperlink,,False,False,CONN_ERROR,,none,,A,none,False,high,needs-subjective-review,,not_archived
blog,The Bicentennial of 1812,/nhec-blog/25365,blog/the-bicentennial-of-1812-25365.md,http://va1812bicentennial.dls.virginia.gov/,website,hyperlink,,False,False,200,http://va1812bicentennial.dls.virginia.gov/,none,Virginia War of 1812 Commission,live,none,False,high,ok,,
blog,The Bicentennial of 1812,/nhec-blog/25365,blog/the-bicentennial-of-1812-25365.md,http://web.archive.org/web/20190127122028/http://www.history.org:80/history/teaching/enewsletter/volume10/jan12/teachstrategy.cfm,lesson plan,hyperlink,,False,False,,,none,,needs-human,none,False,low,ok,,
blog,The Bicentennial of 1812,/nhec-blog/25365,blog/the-bicentennial-of-1812-25365.md,http://www.visit1812.com/,Visit 1812,hyperlink,,False,False,200,https://www.niagaraparks.com,substantive,"Niagara Parks - Niagara Falls, Canada - Attractions - Restaurants",C-candidate,none,False,medium,needs-subjective-review,,not_archived
blog,The Bicentennial of 1812,/nhec-blog/25365,blog/the-bicentennial-of-1812-25365.md,http://web.archive.org/web/20240423115100/http://1812amherstburg.com/,bicentennial website,hyperlink,,False,False,,,none,,needs-human,none,False,low,ok,,
blog,The Connection Between Literacy and History,/nhec-blog/25172,blog/the-connection-between-literacy-and-history-25172.md,http://www.journalofamericanhistory.org/issues/902/#interchange,*Journal of American History* roundtable,hyperlink,Literacy is Central to History,False,False,403,http://www.oah.org/publications/jah/issues/902/#interchange,substantive,,blocked-unknown,none,False,low,needs-subjective-review,,
blog,The Conspirator in the Classroom,/nhec-blog/24626,blog/the-conspirator-in-the-classroom-24626.md,http://web.archive.org/web/20171001062631/http://www.theamericanfilmcompany.com:80/teachers,Educators’ Page,hyperlink,Teaching Resources,False,False,,,none,,needs-human,none,False,low,ok,,
blog,The Conspirator in the Classroom,/nhec-blog/24626,blog/the-conspirator-in-the-classroom-24626.md,http://web.archive.org/web/20171204191048/http://www.indianahistory.org:80/our-collections/digital-image-collections/lincoln-collections,Daniel Weinberg Collection,hyperlink,Classroom Connections,False,False,,,none,,needs-human,none,False,low,ok,,
blog,The Conspirator in the Classroom,/nhec-blog/24626,blog/the-conspirator-in-the-classroom-24626.md,http://web.archive.org/web/20260121032558/http://law2.umkc.edu/faculty/projects/FTrials/lincolnconspiracy/lincolnconspiracy.html,Trial of the Lincoln Assassination Conspirators,hyperlink,Classroom Connections,False,False,,,none,,needs-human,none,False,low,ok,,
blog,The Conspirator in the Classroom,/nhec-blog/24626,blog/the-conspirator-in-the-classroom-24626.md,http://web.archive.org/web/20150222011116/http://teachingwithlincoln.com/personal/,Teaching with Lincoln,hyperlink,Classroom Connections,False,True,,,none,,needs-human,caption_maybe,True,low,bulk-unlink,,
blog,The Electronic Schoolhouse/LaEscuela Electronica: A Bilingual History Education Resource,/nhec-blog/21719,blog/the-electronic-schoolhouselaescuela-electronica-a-bilingual-history-education-resource-21719.md,http://www.archives.nysed.gov/projects/escuela/eng/eschool_about.shtml,Electronic Schoolhouse/LaEscuela Electronica,hyperlink,,False,False,404,https://www.archives.nysed.gov/projects/escuela/eng/eschool_about.shtml,benign,,A,none,False,high,needs-subjective-review,,not_archived
blog,The Electronic Schoolhouse/LaEscuela Electronica: A Bilingual History Education Resource,/nhec-blog/21719,blog/the-electronic-schoolhouselaescuela-electronica-a-bilingual-history-education-resource-21719.md,http://www.archives.nysed.gov,New York State Archives,hyperlink,,False,False,200,https://www.archives.nysed.gov/,benign,New York State Archives |,live,none,False,high,ok,,
blog,The Great Depression and Today,/nhec-blog/20044,blog/the-great-depression-and-today-20044.md,http://www.learner.org,Annenberg Media's Learner.org,hyperlink,,False,False,200,https://www.learner.org/,benign,Annenberg Learner - Annenberg Learner,live,none,False,high,ok,,
blog,The Great Depression and Today,/nhec-blog/20044,blog/the-great-depression-and-today-20044.md,http://www.learner.org/resources/series79.html,Economics U$A,hyperlink,,False,False,404,https://www.learner.org/resources/series79.html,benign,,A,none,False,high,needs-subjective-review,,not_archived
blog,The Great Depression and Today,/nhec-blog/20044,blog/the-great-depression-and-today-20044.md,http://www.learner.org/resources/series86.html,Inside the Global Economics,hyperlink,,False,False,404,https://www.learner.org/resources/series86.html,benign,,A,none,False,high,needs-subjective-review,,not_archived
blog,The Great Depression and Today,/nhec-blog/20044,blog/the-great-depression-and-today-20044.md,http://www.learner.org/channel/workshops/economics/,The Economics Classroom: A Workshop for Grade 9-12 Teachers,hyperlink,,False,False,200,https://www.learner.org/series/economics-ua-21st-century-edition/,benign,Economics U$A: 21st Century Edition - Annenberg Learner,live,none,False,high,ok,,
blog,The Great Depression and Today,/nhec-blog/20044,blog/the-great-depression-and-today-20044.md,http://web.archive.org/web/20171019025300/http://learner.org:80/workshops/economics/workshop3.html,The Government's Hand,hyperlink,,False,False,,,none,,needs-human,none,False,low,ok,,
blog,The Great Depression and Today,/nhec-blog/20044,blog/the-great-depression-and-today-20044.md,http://web.archive.org/web/20180702101522/http://www.learner.org:80/workshops/economics/workshop6.html,The Building Blocks of Macroeconomics,hyperlink,,False,False,,,none,,needs-human,none,False,low,ok,,
blog,The Great Depression and Today,/nhec-blog/20044,blog/the-great-depression-and-today-20044.md,http://web.archive.org/web/20220127113510/https://www.chronicle.com/temp/reprint.php?id=477k3d8mh2wmtpc4b6h07p4hy9z83x18,*The Real Great Depression*,hyperlink,,False,False,,,none,,needs-human,none,False,low,ok,,
blog,The Great Depression and Today,/nhec-blog/20044,blog/the-great-depression-and-today-20044.md,http://hnn.us/articles/55368.html,*The Great Depression and Ours: Part I*,hyperlink,,False,False,200,https://www.hnn.us/article/their-great-depression-and-ours-part-i,benign,Their Great Depression and Ours: Part I — History News Network,live,none,False,high,ok,,
blog,The Great Depression and Today,/nhec-blog/20044,blog/the-great-depression-and-today-20044.md,http://hnn.us,History News Network,hyperlink,,False,False,200,https://www.hnn.us/,benign,History News Network,live,none,False,high,ok,,
blog,The Great Depression and Today,/nhec-blog/20044,blog/the-great-depression-and-today-20044.md,http://www.nytimes.com,*The New York Times*,hyperlink,,False,False,200,https://www.nytimes.com/,benign,"The New York Times - Breaking News, US News, World News and Videos",live,none,False,high,ok,,
blog,The Great Depression and Today,/nhec-blog/20044,blog/the-great-depression-and-today-20044.md,http://web.archive.org/web/20120627094757/http://web.archive.org/web/20120627094757/http://video.nytimes.com/video/2008/10/08/business/economy/1194822635827/echoes-of-a-dismal-past.html,*Echoes of a Dismal Past*,hyperlink,,False,False,,,none,,needs-human,none,False,low,ok,,
blog,The Great Depression and Today,/nhec-blog/20044,blog/the-great-depression-and-today-20044.md,http://video.on.nytimes.com/index.jsp?s&sid=6e955c67a19791605b18eb8131fe31b4c0eb6252&isAd=false&sp=2&cp=45&cid=dfa93dc93dfa6c216152ef707a0fa98a0418ef0d,*Financial Crisis Hits Teens*,hyperlink,,False,False,CONN_ERROR,,none,,A,none,False,high,needs-subjective-review,,not_archived
blog,"The Nation's Report Card: U.S. History, 2010",/nhec-blog/24976,blog/the-nations-report-card-us-history-2010-24976.md,http://nces.ed.gov/nationsreportcard/about/,National Center for Education Statistics,hyperlink,,False,False,200,https://nces.ed.gov/nationsreportcard/about/,benign,About | NAEP,live,none,False,high,ok,,
blog,"The Nation's Report Card: U.S. History, 2010",/nhec-blog/24976,blog/the-nations-report-card-us-history-2010-24976.md,http://hnn.us/articles/140025.html,History News Network,hyperlink,Reactions from Professionals and the Press,False,False,200,https://www.hnn.us/article/students-fail-at-civics-naep-history-exam-results-,benign,Students Fail at Civics: NAEP History Exam Results at a Glance — History News Network,live,none,False,high,ok,,
blog,"The Nation's Report Card: U.S. History, 2010",/nhec-blog/24976,blog/the-nations-report-card-us-history-2010-24976.md,http://historycoalition.org/2011/06/14/report-shows-little-improvement-in-k-12-u-s-history-proficiency/,National Coalition for History,hyperlink,Reactions from Professionals and the Press,False,False,403,https://www.historians.org/why-history-matters/history-public-policy/national-coalition-for-history/2011/06/14/report-shows-little-improvement-in-k-12-u-s-history-proficiency/,substantive,,blocked-unknown,none,False,low,needs-subjective-review,,
blog,"The Nation's Report Card: U.S. History, 2010",/nhec-blog/24976,blog/the-nations-report-card-us-history-2010-24976.md,http://www.edweek.org/ew/articles/2011/06/14/36naep.h30.html,Education Week,hyperlink,Reactions from Professionals and the Press,False,False,200,https://www.edweek.org/teaching-learning/naep-history-repeats-itself-flat-scores-except-8th-grade/2011/06,benign,NAEP History Repeats Itself: Flat Scores Except 8th Grade,live,none,False,high,ok,,
blog,"The Nation's Report Card: U.S. History, 2010",/nhec-blog/24976,blog/the-nations-report-card-us-history-2010-24976.md,http://web.archive.org/web/20150401025341/http://www.socialstudies.org/disappointing_naep_us_history_results_released_today,National Council for the Social Studies,hyperlink,Reactions from Professionals and the Press,False,False,,,none,,needs-human,none,False,low,ok,,
blog,"The Nation's Report Card: U.S. History, 2010",/nhec-blog/24976,blog/the-nations-report-card-us-history-2010-24976.md,http://web.archive.org/web/20130818180453/http://www.nagb.org:80/content/nagb/assets/documents/publications/frameworks/historyframework.pdf,*U.S History Framework for the 2010 National Assessment of Educational Progress*,hyperlink,What is the Report Card?,False,False,,,none,,needs-human,none,False,low,ok,,
blog,"The Nation's Report Card: U.S. History, 2010",/nhec-blog/24976,blog/the-nations-report-card-us-history-2010-24976.md,http://www.nationsreportcard.gov/ushistory_2010/sample_quest.asp?tab_id=tab1&subtab_id=Tab_1#chart,answering sample questions,hyperlink,What is the Report Card?,False,False,200,https://www.nationsreportcard.gov/ushistory_2010/sample_quest.asp?tab_id=tab1&subtab_id=Tab_1#chart,benign,NAEP - U.S. History: Sample Questions,live,none,False,high,ok,,
blog,"The Nation's Report Card: U.S. History, 2010",/nhec-blog/24976,blog/the-nations-report-card-us-history-2010-24976.md,http://nces.ed.gov/nationsreportcard/itemmaps/index.asp,item maps,hyperlink,What is the Report Card?,False,False,200,https://www.nationsreportcard.gov/itemmaps,substantive,Item Maps,C-candidate,none,False,medium,needs-subjective-review,,
blog,"The Nation's Report Card: U.S. History, 2010",/nhec-blog/24976,blog/the-nations-report-card-us-history-2010-24976.md,http://www.nationsreportcard.gov/ushistory_2010/ushistory_2010_report/,Report,hyperlink,What is the Report Card?,False,False,200,https://www.nationsreportcard.gov/ushistory_2010/ushistory_2010_report/,benign,U.S. History 2010 Report Viewer,live,none,False,high,ok,,
blog,"The Nation's Report Card: U.S. History, 2010",/nhec-blog/24976,blog/the-nations-report-card-us-history-2010-24976.md,http://nces.ed.gov/whatsnew/commissioner/remarks2011/06_14_2011.asp,brief interpretation,hyperlink,What is the Report Card?,False,False,200,https://nces.ed.gov/whatsnew/commissioner/remarks2011/06_14_2011.asp,benign,"Commissioner's Remarks - National Assessment of Educational ProgressThe Nation's Report Card: History 2010 - June 14, 2011",live,none,False,high,ok,,
blog,"The Nation's Report Card: U.S. History, 2010",/nhec-blog/24976,blog/the-nations-report-card-us-history-2010-24976.md,http://web.archive.org/web/20120305083131/http://www.nagb.org/history/,press release,hyperlink,What is the Report Card?,False,False,,,none,,needs-human,none,False,low,ok,,
blog,"The Nation's Report Card: U.S. History, 2010",/nhec-blog/24976,blog/the-nations-report-card-us-history-2010-24976.md,http://nces.ed.gov/whatsnew/commissioner/remarks2007/5_16_2007.asp,remarks,hyperlink,What is the Report Card?,False,False,200,https://nces.ed.gov/whatsnew/commissioner/remarks2007/5_16_2007.asp,benign,"Commissioner's Remarks - National Assessment of Educational ProgressThe Nation's Report Card: Civics 2006; The Nation's Report Card: U.S. History 2006 - May 16, 2007",live,none,False,high,ok,,
blog,"The Nation's Report Card: U.S. History, 2010",/nhec-blog/24976,blog/the-nations-report-card-us-history-2010-24976.md,http://web.archive.org/web/20120623013204/http://www.nagb.org:80/newsroom/press-releases.htm,release remarks,hyperlink,What is the Report Card?,False,False,,,none,,needs-human,none,False,low,ok,,
blog,"The Nation's Report Card: U.S. History, 2010",/nhec-blog/24976,blog/the-nations-report-card-us-history-2010-24976.md,http://nces.ed.gov/nationsreportcard/naepdata/,NAEP Data Explorer,hyperlink,Delving into the Data,False,False,200,https://www.nationsreportcard.gov/ndecore/xplore/nde,substantive,NDE Core Web,C-candidate,none,False,medium,needs-subjective-review,,
blog,"The Nation's Report Card: U.S. History, 2010",/nhec-blog/24976,blog/the-nations-report-card-us-history-2010-24976.md,http://www.nationsreportcard.gov/ushistory_2010/context_1.asp,Classroom Context,hyperlink,Delving into the Data,False,False,200,https://www.nationsreportcard.gov/ushistory_2010/context_1.asp,benign,NAEP - U.S. History: U.S. History Instruction,live,none,False,high,ok,,
blog,"The Nation's Report Card: U.S. History, 2010",/nhec-blog/24976,blog/the-nations-report-card-us-history-2010-24976.md,http://www.nationsreportcard.gov/,website,hyperlink,Delving into the Data,False,False,200,https://www.nationsreportcard.gov/,benign,The Nation's Report Card,live,none,False,high,ok,,
blog,The People Speak: To Zinn or Not to Zinn,/nhec-blog/23675,blog/the-people-speak-to-zinn-or-not-to-zinn-23675.md,http://www.howardzinn.org/zinn/,Howard Zinn,hyperlink,,False,False,200,https://www.howardzinn.org/,benign,Home - Howard Zinn,live,none,False,high,ok,,
blog,The People Speak: To Zinn or Not to Zinn,/nhec-blog/23675,blog/the-people-speak-to-zinn-or-not-to-zinn-23675.md,http://www.history.com/,The History Channel,hyperlink,,False,False,200,https://www.history.com/,benign,"HISTORY | Topics, Shows and This Day in History | HISTORY",live,none,False,high,ok,,
blog,The People Speak: To Zinn or Not to Zinn,/nhec-blog/23675,blog/the-people-speak-to-zinn-or-not-to-zinn-23675.md,http://www.history.com/search?search-field=the+people+speak&x=0&y=0,"vignettes of celebrities performing letters, diaries, and speeches of everyday Americans",hyperlink,,False,False,200,https://www.history.com/search?search-field=the+people+speak&x=0&y=0,benign,Search | HISTORY,live,none,False,high,ok,,
blog,The People Speak: To Zinn or Not to Zinn,/nhec-blog/23675,blog/the-people-speak-to-zinn-or-not-to-zinn-23675.md,http://hnn.us/roundup/entries/121155.html,DVD,hyperlink,,False,False,200,https://www.hnn.us/article/howard-zinn-film-coming-to-the-history-channel,benign,Howard Zinn film coming to the History Channel — History News Network,live,none,False,high,ok,,
blog,The People Speak: To Zinn or Not to Zinn,/nhec-blog/23675,blog/the-people-speak-to-zinn-or-not-to-zinn-23675.md,http://www.amazon.com,Amazon,hyperlink,,False,False,200,https://www.amazon.com/,benign,Amazon.com,live,bookseller,True,high,bulk-unlink,,
blog,The People Speak: To Zinn or Not to Zinn,/nhec-blog/23675,blog/the-people-speak-to-zinn-or-not-to-zinn-23675.md,http://www.amazon.com/People-Speak-Original-Soundtrack/dp/B002UK6DTA,the soundtrack,hyperlink,,False,False,200,https://www.amazon.com/People-Speak-Original-Soundtrack/dp/B002UK6DTA,benign,,live,bookseller,True,high,bulk-unlink,,
blog,The People Speak: To Zinn or Not to Zinn,/nhec-blog/23675,blog/the-people-speak-to-zinn-or-not-to-zinn-23675.md,http://www.peopleshistory.us/,Voices of a People's History,hyperlink,,False,False,200,https://www.peopleshistory.us/,benign,Voices of a People's History,live,none,False,high,ok,,
blog,The People Speak: To Zinn or Not to Zinn,/nhec-blog/23675,blog/the-people-speak-to-zinn-or-not-to-zinn-23675.md,http://www.historyisaweapon.org/zinnapeopleshistory.html,Chapter-by-Chapter free PDFs,hyperlink,,False,False,200,http://www.historyisaweapon.org/zinnapeopleshistory.html,none,A People's History of the United States,live,none,False,high,ok,,
