page,drupal_nid,title,usage,field,source,status,resolved_path
teachinghistory-website/content/digital-classroom/ask-a-digital-historian/is-the-internet-a-reliable-source-for-history-content.md,24066,Is the Internet a Reliable Source for History Content?,card,splash_image,/files/Internet_map_plain_1024.png,ok,teachinghistory-website/static/files/Internet_map_plain_1024.png
teachinghistory-website/content/digital-classroom/ask-a-digital-historian/just-blog-about-it-part-1.md,24545,Just Blog About It! (Part 1),card,splash_image,/files/blogsplash.jpg,ok,teachinghistory-website/static/files/blogsplash.jpg
teachinghistory-website/content/digital-classroom/ask-a-digital-historian/just-blog-about-it-part-2.md,24546,Just Blog About It! (Part 2),card,splash_image,/files/blogsplash_0.jpg,ok,teachinghistory-website/static/files/blogsplash_0.jpg
teachinghistory-website/content/digital-classroom/ask-a-digital-historian/keepvid.md,25221,KeepVid,card,splash_image,/files/keepvidsplash.jpg,ok,teachinghistory-website/static/files/keepvidsplash.jpg
teachinghistory-website/content/digital-classroom/ask-a-digital-historian/keepvid.md,25221,KeepVid,author,author_image,/files/author_image/author_wiebe_0.jpeg,ok,teachinghistory-website/static/files/author_image/author_wiebe_0.jpeg
teachinghistory-website/content/digital-classroom/ask-a-digital-historian/primary-and-secondary-sources-through-video.md,24664,Primary and Secondary Sources through Video,card,splash_image,/files/ps_wordle_432x240.png,ok,teachinghistory-website/static/files/ps_wordle_432x240.png
teachinghistory-website/content/digital-classroom/ask-a-digital-historian/surfing-the-web-successfully.md,25219,Surfing the Web Successfully,card,splash_image,/files/searchingsplash.jpg,ok,teachinghistory-website/static/files/searchingsplash.jpg
teachinghistory-website/content/digital-classroom/ask-a-digital-historian/surfing-the-web-successfully.md,25219,Surfing the Web Successfully,author,author_image,/files/author_image/author_wiebe.jpeg,ok,teachinghistory-website/static/files/author_image/author_wiebe.jpeg
teachinghistory-website/content/digital-classroom/ask-a-digital-historian/understanding-and-appreciating-world-war-ii-veterans.md,24328,Understanding and Appreciating World War II Veterans,card,splash_image,/files/wwIIveterans432x240.jpg,ok,teachinghistory-website/static/files/wwIIveterans432x240.jpg
teachinghistory-website/content/digital-classroom/ask-a-digital-historian/using-the-web-to-learn-research-and-presentation-skills.md,24104,Using the Web to Learn Research and Presentation Skills,card,splash_image,/files/UsingtheWeb432x240.jpg,ok,teachinghistory-website/static/files/UsingtheWeb432x240.jpg
teachinghistory-website/content/digital-classroom/ask-a-digital-historian/when-copyright-meets-the-classroom.md,24710,When Copyright Meets the Classroom,card,splash_image,/files/WhenCopyrightMeets432x240.jpg,ok,teachinghistory-website/static/files/WhenCopyrightMeets432x240.jpg
teachinghistory-website/content/digital-classroom/ask-a-digital-historian/wikipedia-credible-research-source-or-not.md,23863,Wikipedia: Credible Research Source or Not?,card,splash_image,/files/wiklakota.jpg,ok,teachinghistory-website/static/files/wiklakota.jpg
teachinghistory-website/content/digital-classroom/beyond-the-chalkboard/advanced-whiteboard-techniques.md,24165,Advanced Whiteboard Techniques,card,splash_image,/files/splash-btc-ict4.jpeg,ok,teachinghistory-website/static/files/splash-btc-ict4.jpeg
teachinghistory-website/content/digital-classroom/beyond-the-chalkboard/analyzing-campaign-commercials.md,25781,Analyzing Campaign Commercials,card,splash_image,/files/kfrank-splash.jpeg,ok,teachinghistory-website/static/files/kfrank-splash.jpeg
teachinghistory-website/content/digital-classroom/beyond-the-chalkboard/choose-your-own-adventure-videos.md,25448,Choose Your Own Adventure Videos,card,splash_image,/files/chooseyourown432x240.jpeg,ok,teachinghistory-website/static/files/chooseyourown432x240.jpeg
teachinghistory-website/content/digital-classroom/beyond-the-chalkboard/creating-campaign-commercials.md,25783,Creating Campaign Commercials,card,splash_image,/files/franksplash.jpeg,ok,teachinghistory-website/static/files/franksplash.jpeg
teachinghistory-website/content/digital-classroom/beyond-the-chalkboard/crosscurricular-multimedia-ap-us-history-and-govt-classes-collaborate.md,25163,Crosscurricular Multimedia: AP U.S. History and Govt Classes Collaborate,card,splash_image,/files/splash-btc-halla.jpeg,ok,teachinghistory-website/static/files/splash-btc-halla.jpeg
teachinghistory-website/content/digital-classroom/beyond-the-chalkboard/digital-storytelling-in-the-classroom.md,24169,Digital Storytelling in the Classroom,card,splash_image,/files/splash-btc-digstory1.jpeg,ok,teachinghistory-website/static/files/splash-btc-digstory1.jpeg
teachinghistory-website/content/digital-classroom/beyond-the-chalkboard/introduction-to-google-docs.md,24168,Introduction to Google Docs,card,splash_image,/files/splash-btc-googled.jpeg,ok,teachinghistory-website/static/files/splash-btc-googled.jpeg
teachinghistory-website/content/digital-classroom/beyond-the-chalkboard/recording-experiences-with-first-graders.md,25640,Recording Experiences with First Graders,card,splash_image,/files/jenorrsplash.jpeg,ok,teachinghistory-website/static/files/jenorrsplash.jpeg
teachinghistory-website/content/digital-classroom/beyond-the-chalkboard/recording-experiences-with-first-graders.md,25640,Recording Experiences with First Graders,author,author_image,/files/author_image/jennifer-orr_0_3.png,ok,teachinghistory-website/static/files/author_image/jennifer-orr_0_3.png
teachinghistory-website/content/digital-classroom/beyond-the-chalkboard/twitter-in-large-classrooms.md,24162,Twitter in Large Classrooms,card,splash_image,/files/splash-btt-twistory.jpeg,ok,teachinghistory-website/static/files/splash-btt-twistory.jpeg
teachinghistory-website/content/digital-classroom/beyond-the-chalkboard/using-facebook-to-engage-with-historical-figures.md,24152,Using Facebook to Engage with Historical Figures,card,splash_image,/files/splash-btc-facebookfan.jpeg,ok,teachinghistory-website/static/files/splash-btc-facebookfan.jpeg
teachinghistory-website/content/digital-classroom/beyond-the-chalkboard/using-skype-in-the-classroom.md,24161,Using Skype in the Classroom,card,splash_image,/files/splash-wr-skypevideo.jpeg,ok,teachinghistory-website/static/files/splash-wr-skypevideo.jpeg
teachinghistory-website/content/digital-classroom/beyond-the-chalkboard/voicethread-in-a-1st-grade-classroom.md,24589,VoiceThread in a 1st-grade Classroom,card,splash_image,/files/orr_splash.jpeg,ok,teachinghistory-website/static/files/orr_splash.jpeg
teachinghistory-website/content/digital-classroom/beyond-the-chalkboard/voicethread-in-a-1st-grade-classroom.md,24589,VoiceThread in a 1st-grade Classroom,author,author_image,/files/author_image/jennifer-orr_0.png,ok,teachinghistory-website/static/files/author_image/jennifer-orr_0.png
teachinghistory-website/content/digital-classroom/beyond-the-chalkboard/whiteboard-basics.md,24163,Whiteboard Basics,card,splash_image,/files/splash-wr-ict2.jpeg,ok,teachinghistory-website/static/files/splash-wr-ict2.jpeg
teachinghistory-website/content/digital-classroom/beyond-the-chalkboard/whiteboards-and-the-youngest-children.md,24167,Whiteboards and the Youngest Children,card,splash_image,/files/splash-btc-five2.jpeg,ok,teachinghistory-website/static/files/splash-btc-five2.jpeg
teachinghistory-website/content/digital-classroom/beyond-the-chalkboard/zoom-in-inquiry.md,24158,Zoom-in Inquiry,card,splash_image,/files/zoomin.jpeg,ok,teachinghistory-website/static/files/zoomin.jpeg
teachinghistory-website/content/digital-classroom/beyond-the-chalkboard/zoom-in-inquiry.md,24158,Zoom-in Inquiry,author,author_image,/files/author_image/author_jelen.png,ok,teachinghistory-website/static/files/author_image/author_jelen.png
teachinghistory-website/content/digital-classroom/tech-for-teachers/animoto.md,24536,Animoto,card,splash_image,/files/AnimotoSplash.jpg,ok,teachinghistory-website/static/files/AnimotoSplash.jpg
teachinghistory-website/content/digital-classroom/tech-for-teachers/blogs.md,14590,Blogs,card,splash_image,/files/Blogs432x240.jpg,ok,teachinghistory-website/static/files/Blogs432x240.jpg
teachinghistory-website/content/digital-classroom/tech-for-teachers/cacoo.md,25304,Cacoo,card,splash_image,/files/cacoosplash.jpg,ok,teachinghistory-website/static/files/cacoosplash.jpg
teachinghistory-website/content/digital-classroom/tech-for-teachers/canva.md,25832,Canva,card,splash_image,/files/Canva-splash.png,ok,teachinghistory-website/static/files/Canva-splash.png
teachinghistory-website/content/digital-classroom/tech-for-teachers/canva.md,25832,Canva,author,author_image,/files/author_image/petricini_3.png,ok,teachinghistory-website/static/files/author_image/petricini_3.png
teachinghistory-website/content/digital-classroom/tech-for-teachers/cell-phones-as-classroom-tools.md,25273,Cell Phones as Classroom Tools,card,splash_image,/files/cellphonesplash.jpg,ok,teachinghistory-website/static/files/cellphonesplash.jpg
teachinghistory-website/content/digital-classroom/tech-for-teachers/cell-phones-as-classroom-tools.md,25273,Cell Phones as Classroom Tools,author,author_image,/files/author_image/mail_3.jpeg,ok,teachinghistory-website/static/files/author_image/mail_3.jpeg
teachinghistory-website/content/digital-classroom/tech-for-teachers/chronozoom.md,25836,Chronozoom,card,splash_image,/files/Chronozoom-Splash.png,ok,teachinghistory-website/static/files/Chronozoom-Splash.png
teachinghistory-website/content/digital-classroom/tech-for-teachers/chronozoom.md,25836,Chronozoom,author,author_image,/files/author_image/petricini.png,ok,teachinghistory-website/static/files/author_image/petricini.png
teachinghistory-website/content/digital-classroom/tech-for-teachers/commonlit.md,25833,Commonlit,card,splash_image,/files/Commonlit-Splash.png,ok,teachinghistory-website/static/files/Commonlit-Splash.png
teachinghistory-website/content/digital-classroom/tech-for-teachers/commonlit.md,25833,Commonlit,author,author_image,/files/author_image/petricini_2.png,ok,teachinghistory-website/static/files/author_image/petricini_2.png
teachinghistory-website/content/digital-classroom/tech-for-teachers/creating-cartoons-pixton-toondoo.md,25056,Creating Cartoons: Pixton & ToonDoo,card,splash_image,/files/pixtonsplash.jpg,ok,teachinghistory-website/static/files/pixtonsplash.jpg
teachinghistory-website/content/digital-classroom/tech-for-teachers/diigo.md,23471,Diigo,card,splash_image,/files/Diigo.png,ok,teachinghistory-website/static/files/Diigo.png
teachinghistory-website/content/digital-classroom/tech-for-teachers/do-i-have-a-right.md,24975,Do I Have a Right?,card,splash_image,/files/doihave432x240.jpg,ok,teachinghistory-website/static/files/doihave432x240.jpg
teachinghistory-website/content/digital-classroom/tech-for-teachers/do-i-have-a-right.md,24975,Do I Have a Right?,author,author_image,/files/author_image/authorphotojeremiahmccall75x75.jpg,ok,teachinghistory-website/static/files/author_image/authorphotojeremiahmccall75x75.jpg
teachinghistory-website/content/digital-classroom/tech-for-teachers/docsteach.md,24268,DocsTeach,card,splash_image,/files/splash-TfT-DocsTeach.jpg,ok,teachinghistory-website/static/files/splash-TfT-DocsTeach.jpg
teachinghistory-website/content/digital-classroom/tech-for-teachers/document-cameras.md,24414,Document Cameras,card,splash_image,/files/24326_432x240.jpg,ok,teachinghistory-website/static/files/24326_432x240.jpg
teachinghistory-website/content/digital-classroom/tech-for-teachers/document-cameras.md,24414,Document Cameras,author,author_image,/files/author_image/Author_Image_Joe_Jelen_75x75_0.jpg,ok,teachinghistory-website/static/files/author_image/Author_Image_Joe_Jelen_75x75_0.jpg
teachinghistory-website/content/digital-classroom/tech-for-teachers/dropbox.md,25164,Dropbox,card,splash_image,/files/dropboxsplash.jpg,ok,teachinghistory-website/static/files/dropboxsplash.jpg
teachinghistory-website/content/digital-classroom/tech-for-teachers/edmodo.md,25425,Edmodo,card,splash_image,/files/edmodo.png,ok,teachinghistory-website/static/files/edmodo.png
teachinghistory-website/content/digital-classroom/tech-for-teachers/edmodo.md,25425,Edmodo,author,author_image,/files/author_image/author_wiebe_0_1.jpeg,ok,teachinghistory-website/static/files/author_image/author_wiebe_0_1.jpeg
teachinghistory-website/content/digital-classroom/tech-for-teachers/edpuzzle.md,25828,Edpuzzle,card,splash_image,/files/Edpuzzle-Splash.png,ok,teachinghistory-website/static/files/Edpuzzle-Splash.png
teachinghistory-website/content/digital-classroom/tech-for-teachers/edpuzzle.md,25828,Edpuzzle,author,author_image,/files/author_image/petricini_7.png,ok,teachinghistory-website/static/files/author_image/petricini_7.png
teachinghistory-website/content/digital-classroom/tech-for-teachers/evernote.md,25363,Evernote,card,splash_image,/files/evernotesplash.jpg,ok,teachinghistory-website/static/files/evernotesplash.jpg
teachinghistory-website/content/digital-classroom/tech-for-teachers/evernote.md,25363,Evernote,author,author_image,/files/author_image/author_wiebe_0_0_0.jpeg,ok,teachinghistory-website/static/files/author_image/author_wiebe_0_0_0.jpeg
teachinghistory-website/content/digital-classroom/tech-for-teachers/facebook.md,23474,Facebook,card,splash_image,/files/FacebookSplash.jpg,ok,teachinghistory-website/static/files/FacebookSplash.jpg
teachinghistory-website/content/digital-classroom/tech-for-teachers/flickr.md,24600,Flickr,card,splash_image,/files/FlickrSplash.jpg,ok,teachinghistory-website/static/files/FlickrSplash.jpg
teachinghistory-website/content/digital-classroom/tech-for-teachers/glogster.md,25055,Glogster,card,splash_image,/files/glogster-splash.png,ok,teachinghistory-website/static/files/glogster-splash.png
teachinghistory-website/content/digital-classroom/tech-for-teachers/google-docs.md,14586,Google Docs,card,splash_image,/files/GoogleDocsSplash.jpg,ok,teachinghistory-website/static/files/GoogleDocsSplash.jpg
teachinghistory-website/content/digital-classroom/tech-for-teachers/google-earth.md,24706,Google Earth,card,splash_image,/files/googleearthsplash.jpg,ok,teachinghistory-website/static/files/googleearthsplash.jpg
teachinghistory-website/content/digital-classroom/tech-for-teachers/google-for-teachers-a-guide-by-free-technology-for-teachers.md,25316,"Google for Teachers: A Guide by ""Free Technology for Teachers""",card,splash_image,/files/googletesch4teachsplash.jpg,ok,teachinghistory-website/static/files/googletesch4teachsplash.jpg
teachinghistory-website/content/digital-classroom/tech-for-teachers/google-forms.md,25110,Google Forms,card,splash_image,/files/googleformsplash.jpg,ok,teachinghistory-website/static/files/googleformsplash.jpg
teachinghistory-website/content/digital-classroom/tech-for-teachers/google-forms.md,25110,Google Forms,author,author_image,/files/author_image/dlaufenberg1_1_1.jpg,ok,teachinghistory-website/static/files/author_image/dlaufenberg1_1_1.jpg
teachinghistory-website/content/digital-classroom/tech-for-teachers/google-maps.md,24658,Google Maps,card,splash_image,/files/GoogleMapSplash.jpg,ok,teachinghistory-website/static/files/GoogleMapSplash.jpg
teachinghistory-website/content/digital-classroom/tech-for-teachers/group-text-messaging-tools.md,25761,Group Text-Messaging Tools,card,splash_image,/files/splash-texting-tft.jpg,ok,teachinghistory-website/static/files/splash-texting-tft.jpg
teachinghistory-website/content/digital-classroom/tech-for-teachers/historypin.md,25830,Historypin,card,splash_image,/files/Historypin-Splash.png,ok,teachinghistory-website/static/files/Historypin-Splash.png
teachinghistory-website/content/digital-classroom/tech-for-teachers/historypin.md,25830,Historypin,author,author_image,/files/author_image/petricini_5.png,ok,teachinghistory-website/static/files/author_image/petricini_5.png
teachinghistory-website/content/digital-classroom/tech-for-teachers/imoviemovie-maker.md,25283,iMovie/Movie Maker,card,splash_image,/files/imoviesplash.jpg,ok,teachinghistory-website/static/files/imoviesplash.jpg
teachinghistory-website/content/digital-classroom/tech-for-teachers/ipadstablet-computers.md,25305,iPads/Tablet Computers,card,splash_image,/files/ipadsplash.jpg,ok,teachinghistory-website/static/files/ipadsplash.jpg
teachinghistory-website/content/digital-classroom/tech-for-teachers/ipadstablet-computers.md,25305,iPads/Tablet Computers,author,author_image,/files/author_image/author_wiebe_0_0.jpeg,ok,teachinghistory-website/static/files/author_image/author_wiebe_0_0.jpeg
teachinghistory-website/content/digital-classroom/tech-for-teachers/iwitness.md,25604,IWitness,card,splash_image,/files/iwitnesssplash.jpg,ok,teachinghistory-website/static/files/iwitnesssplash.jpg
teachinghistory-website/content/digital-classroom/tech-for-teachers/iwitness.md,25604,IWitness,author,author_image,/files/author_image/author_haas.jpg,ok,teachinghistory-website/static/files/author_image/author_haas.jpg
teachinghistory-website/content/digital-classroom/tech-for-teachers/kidblog.md,25177,Kidblog,card,splash_image,/files/kidblogsplash.jpg,ok,teachinghistory-website/static/files/kidblogsplash.jpg
teachinghistory-website/content/digital-classroom/tech-for-teachers/kidblog.md,25177,Kidblog,author,author_image,/files/author_image/zanten.jpg,ok,teachinghistory-website/static/files/author_image/zanten.jpg
teachinghistory-website/content/digital-classroom/tech-for-teachers/learner-response-systems-clickers.md,25109,Learner Response Systems (Clickers),card,splash_image,/files/clickersplash.jpg,ok,teachinghistory-website/static/files/clickersplash.jpg
teachinghistory-website/content/digital-classroom/tech-for-teachers/learner-response-systems-clickers.md,25109,Learner Response Systems (Clickers),author,author_image,/files/author_image/mcdougall.jpg,ok,teachinghistory-website/static/files/author_image/mcdougall.jpg
teachinghistory-website/content/digital-classroom/tech-for-teachers/little-bird-tales.md,24602,Little Bird Tales,card,splash_image,/files/lbtsplash.jpg,ok,teachinghistory-website/static/files/lbtsplash.jpg
teachinghistory-website/content/digital-classroom/tech-for-teachers/livebinders.md,25517,LiveBinders,card,splash_image,/files/livebinderssplash.jpg,ok,teachinghistory-website/static/files/livebinderssplash.jpg
teachinghistory-website/content/digital-classroom/tech-for-teachers/livebinders.md,25517,LiveBinders,author,author_image,/files/author_image/author_wiebe_0_3.jpeg,ok,teachinghistory-website/static/files/author_image/author_wiebe_0_3.jpeg
teachinghistory-website/content/digital-classroom/tech-for-teachers/lucidchart.md,24535,LucidChart,card,splash_image,/files/lucid.jpg,ok,teachinghistory-website/static/files/lucid.jpg
teachinghistory-website/content/digital-classroom/tech-for-teachers/lucidchart.md,24535,LucidChart,author,author_image,/files/author_image/dlaufenberg1.jpg,ok,teachinghistory-website/static/files/author_image/dlaufenberg1.jpg
teachinghistory-website/content/digital-classroom/tech-for-teachers/mind-mapping-visualizing-historical-thought.md,24177,Mind Mapping: Visualizing Historical Thought,card,splash_image,/files/image-splash-mentalmap.jpg,ok,teachinghistory-website/static/files/image-splash-mentalmap.jpg
teachinghistory-website/content/digital-classroom/tech-for-teachers/mission-us-for-crown-or-colony.md,25111,Mission US: For Crown or Colony,card,splash_image,/files/revolutionsplash.jpg,ok,teachinghistory-website/static/files/revolutionsplash.jpg
teachinghistory-website/content/digital-classroom/tech-for-teachers/mission-us-for-crown-or-colony.md,25111,Mission US: For Crown or Colony,author,author_image,/files/author_image/authorphotojeremiahmccall75x75_1.jpg,ok,teachinghistory-website/static/files/author_image/authorphotojeremiahmccall75x75_1.jpg
teachinghistory-website/content/digital-classroom/tech-for-teachers/moodle.md,25633,Moodle,card,splash_image,/files/moodlesplash.jpg,ok,teachinghistory-website/static/files/moodlesplash.jpg
teachinghistory-website/content/digital-classroom/tech-for-teachers/moodle.md,25633,Moodle,author,author_image,/files/author_image/dlaufenberg1_1_2.jpg,ok,teachinghistory-website/static/files/author_image/dlaufenberg1_1_2.jpg
teachinghistory-website/content/digital-classroom/tech-for-teachers/myhistro.md,25809,myHistro,card,splash_image,/files/screen_shot_2013-12-13_at_1.06.39_pm.png,ok,teachinghistory-website/static/files/screen_shot_2013-12-13_at_1.06.39_pm.png
teachinghistory-website/content/digital-classroom/tech-for-teachers/myhistro.md,25809,myHistro,author,author_image,/files/author_image/photo.jpg,ok,teachinghistory-website/static/files/author_image/photo.jpg
teachinghistory-website/content/digital-classroom/tech-for-teachers/neatline.md,25831,Neatline,card,splash_image,/files/Neatline-Splash.png,ok,teachinghistory-website/static/files/Neatline-Splash.png
teachinghistory-website/content/digital-classroom/tech-for-teachers/neatline.md,25831,Neatline,author,author_image,/files/author_image/petricini_4.png,ok,teachinghistory-website/static/files/author_image/petricini_4.png
teachinghistory-website/content/digital-classroom/tech-for-teachers/newstrust.md,24886,NewsTrust,card,splash_image,/files/splash-tft-newstrust.jpg,ok,teachinghistory-website/static/files/splash-tft-newstrust.jpg
teachinghistory-website/content/digital-classroom/tech-for-teachers/newstrust.md,24886,NewsTrust,author,author_image,/files/author_image/dlaufenberg1_2.jpg,ok,teachinghistory-website/static/files/author_image/dlaufenberg1_2.jpg
teachinghistory-website/content/digital-classroom/tech-for-teachers/ning.md,20674,Ning,card,splash_image,/files/Ning432x240.jpg,ok,teachinghistory-website/static/files/Ning432x240.jpg
teachinghistory-website/content/digital-classroom/tech-for-teachers/omeka.md,25115,Omeka,card,splash_image,/files/omekasplash.jpg,ok,teachinghistory-website/static/files/omekasplash.jpg
teachinghistory-website/content/digital-classroom/tech-for-teachers/padlet.md,24636,Padlet,card,splash_image,/files/wallwisherSplash.jpg,ok,teachinghistory-website/static/files/wallwisherSplash.jpg
teachinghistory-website/content/digital-classroom/tech-for-teachers/poll-everywhere.md,25829,Poll Everywhere,card,splash_image,/files/poll-everywhere-splash.png,ok,teachinghistory-website/static/files/poll-everywhere-splash.png
teachinghistory-website/content/digital-classroom/tech-for-teachers/poll-everywhere.md,25829,Poll Everywhere,author,author_image,/files/author_image/petricini_6.png,ok,teachinghistory-website/static/files/author_image/petricini_6.png
teachinghistory-website/content/digital-classroom/tech-for-teachers/popplet.md,25107,Popplet,card,splash_image,/files/poppletsplash.jpg,ok,teachinghistory-website/static/files/poppletsplash.jpg
teachinghistory-website/content/digital-classroom/tech-for-teachers/prezi.md,24457,Prezi,card,splash_image,/files/prezisplashimage.jpg,ok,teachinghistory-website/static/files/prezisplashimage.jpg
teachinghistory-website/content/digital-classroom/tech-for-teachers/primaryaccess.md,14587,PrimaryAccess,card,splash_image,/files/PA-splash-image.png,ok,teachinghistory-website/static/files/PA-splash-image.png
teachinghistory-website/content/digital-classroom/tech-for-teachers/printfriendly.md,25459,PrintFriendly,card,splash_image,/files/read-printsplash.jpg,ok,teachinghistory-website/static/files/read-printsplash.jpg
teachinghistory-website/content/digital-classroom/tech-for-teachers/printfriendly.md,25459,PrintFriendly,author,author_image,/files/author_image/author_wiebe_0_2.jpeg,ok,teachinghistory-website/static/files/author_image/author_wiebe_0_2.jpeg
teachinghistory-website/content/digital-classroom/tech-for-teachers/rss.md,20697,RSS,card,splash_image,/files/RSSFeedSplash.jpg,ok,teachinghistory-website/static/files/RSSFeedSplash.jpg
teachinghistory-website/content/digital-classroom/tech-for-teachers/scribblar.md,24475,Scribblar,card,splash_image,/files/scribblar3.jpg,ok,teachinghistory-website/static/files/scribblar3.jpg
teachinghistory-website/content/digital-classroom/tech-for-teachers/search-engines.md,23822,Search Engines,card,splash_image,/files/searchengines.jpg,ok,teachinghistory-website/static/files/searchengines.jpg
teachinghistory-website/content/digital-classroom/tech-for-teachers/skype.md,23569,Skype,card,splash_image,/files/skypeelemsch.jpg,ok,teachinghistory-website/static/files/skypeelemsch.jpg
teachinghistory-website/content/digital-classroom/tech-for-teachers/slideshare.md,20693,Slideshare,card,splash_image,/files/Slideshare.jpg,ok,teachinghistory-website/static/files/Slideshare.jpg
teachinghistory-website/content/digital-classroom/tech-for-teachers/social-explorer.md,14588,Social Explorer,card,splash_image,/files/SocialExplorerSplash.jpg,ok,teachinghistory-website/static/files/SocialExplorerSplash.jpg
teachinghistory-website/content/digital-classroom/tech-for-teachers/social-pinboards.md,25660,Social Pinboards,card,splash_image,/files/splash-tft-pin.jpg,ok,teachinghistory-website/static/files/splash-tft-pin.jpg
teachinghistory-website/content/digital-classroom/tech-for-teachers/surveymonkey.md,25029,SurveyMonkey,card,splash_image,/files/surveymonkeysplash.jpg,ok,teachinghistory-website/static/files/surveymonkeysplash.jpg
teachinghistory-website/content/digital-classroom/tech-for-teachers/sutori.md,25834,Sutori,card,splash_image,/files/Sutori-Splash.png,ok,teachinghistory-website/static/files/Sutori-Splash.png
teachinghistory-website/content/digital-classroom/tech-for-teachers/sutori.md,25834,Sutori,author,author_image,/files/author_image/petricini_1.png,ok,teachinghistory-website/static/files/author_image/petricini_1.png
teachinghistory-website/content/digital-classroom/tech-for-teachers/thinglink.md,25808,ThingLink,card,splash_image,/files/splash2_1.jpg,ok,teachinghistory-website/static/files/splash2_1.jpg
teachinghistory-website/content/digital-classroom/tech-for-teachers/thinglink.md,25808,ThingLink,author,author_image,/files/author_image/legg.jpg,ok,teachinghistory-website/static/files/author_image/legg.jpg
teachinghistory-website/content/digital-classroom/tech-for-teachers/timelinejs.md,25835,TimelineJS,card,splash_image,/files/TimelineJS-Splash.png,ok,teachinghistory-website/static/files/TimelineJS-Splash.png
teachinghistory-website/content/digital-classroom/tech-for-teachers/timelinejs.md,25835,TimelineJS,author,author_image,/files/author_image/petricini_0.png,ok,teachinghistory-website/static/files/author_image/petricini_0.png
teachinghistory-website/content/digital-classroom/tech-for-teachers/twitter.md,21851,Twitter,card,splash_image,/files/TwitterSplash.jpg,ok,teachinghistory-website/static/files/TwitterSplash.jpg
teachinghistory-website/content/digital-classroom/tech-for-teachers/vimeo.md,25000,Vimeo,card,splash_image,/files/vimeosplash2.jpg,ok,teachinghistory-website/static/files/vimeosplash2.jpg
teachinghistory-website/content/digital-classroom/tech-for-teachers/voicethread.md,21844,VoiceThread,card,splash_image,/files/VoiceThreadSplash.jpg,ok,teachinghistory-website/static/files/VoiceThreadSplash.jpg
teachinghistory-website/content/digital-classroom/tech-for-teachers/voki.md,24655,Voki,card,splash_image,/files/VokiSplash.jpg,ok,teachinghistory-website/static/files/VokiSplash.jpg
teachinghistory-website/content/digital-classroom/tech-for-teachers/web-poster-wizard.md,14589,Web Poster Wizard,card,splash_image,/files/WebPoster432x240.jpg,ok,teachinghistory-website/static/files/WebPoster432x240.jpg
teachinghistory-website/content/digital-classroom/tech-for-teachers/weebly.md,23819,Weebly,card,splash_image,/files/weebly.jpg,ok,teachinghistory-website/static/files/weebly.jpg
teachinghistory-website/content/digital-classroom/tech-for-teachers/whatwasthere.md,25346,WhatWasThere,card,splash_image,/files/whatwastheresplash.jpg,ok,teachinghistory-website/static/files/whatwastheresplash.jpg
teachinghistory-website/content/digital-classroom/tech-for-teachers/whatwasthere.md,25346,WhatWasThere,author,author_image,/files/author_image/vojslavek.jpg,ok,teachinghistory-website/static/files/author_image/vojslavek.jpg
teachinghistory-website/content/digital-classroom/tech-for-teachers/whiteboards.md,21577,Whiteboards,card,splash_image,/files/WhiteboardsSplash.jpg,ok,teachinghistory-website/static/files/WhiteboardsSplash.jpg
teachinghistory-website/content/digital-classroom/tech-for-teachers/wikis.md,14592,Wikis,card,splash_image,/files/WikiSplash.jpg,ok,teachinghistory-website/static/files/WikiSplash.jpg
teachinghistory-website/content/digital-classroom/tech-for-teachers/win-the-white-house.md,25807,Win the White House,card,splash_image,/files/splash_1.jpg,ok,teachinghistory-website/static/files/splash_1.jpg
teachinghistory-website/content/digital-classroom/tech-for-teachers/win-the-white-house.md,25807,Win the White House,author,author_image,/files/author_image/mcdivittphoto.jpg,ok,teachinghistory-website/static/files/author_image/mcdivittphoto.jpg
teachinghistory-website/content/digital-classroom/tech-for-teachers/wordle.md,20785,Wordle,card,splash_image,/files/Wordle432x240.jpg,ok,teachinghistory-website/static/files/Wordle432x240.jpg
teachinghistory-website/content/digital-classroom/tech-for-teachers/youtube.md,24867,YouTube,card,splash_image,/files/thoyoutubesplash.jpg,ok,teachinghistory-website/static/files/thoyoutubesplash.jpg
teachinghistory-website/content/digital-classroom/tech-for-teachers/zotero.md,14585,Zotero,card,splash_image,/files/ZoteroSplashNew.jpg,ok,teachinghistory-website/static/files/ZoteroSplashNew.jpg
teachinghistory-website/content/elementary-quick-links/quick-links-for-elementary-school-teachers.md,24283,Elementary School Teachers,card,,,fallback_no_image,
teachinghistory-website/content/getting-started.md,,Getting Started with Primary Sources,card,,,fallback_no_image,
teachinghistory-website/content/high-quick-links/quick-links-for-high-school-teachers.md,24285,High School Teachers,card,,,fallback_no_image,
teachinghistory-website/content/history-content/ask-a-historian/a-clear-shot-across-the-continent.md,23937,A Clear Shot across the Continent,card,splash_image,/files/james-polk.jpg,ok,teachinghistory-website/static/files/james-polk.jpg
teachinghistory-website/content/history-content/ask-a-historian/a-history-of-fundamentalism.md,24092,A History of Fundamentalism,card,splash_image,/files/Billy-Sunday.jpg,ok,teachinghistory-website/static/files/Billy-Sunday.jpg
teachinghistory-website/content/history-content/ask-a-historian/a-life-of-strenuous-endeavor.md,23771,A Life of Strenuous Endeavor,card,splash_image,/files/tr-at-oyster-bay-1912-new.jpg,ok,teachinghistory-website/static/files/tr-at-oyster-bay-1912-new.jpg
