section,subsection,page_title,page_url,source_file,total_links,live,dead_A,rebrand_probably_broken,rebrand_probably_fine,rebrand_needs_human,soft404_B,blocked_unknown,needs_human,bulk_delete_candidates,broken_with_wayback,broken_no_wayback,suggested_page_action
history-content,national-resources,Los Alamos National Laboratory,/history-content/national-resources/22916,history-content/national-resources/los-alamos-national-laboratory-22916.md,5,4,1,0,0,0,0,0,0,0,0,1,delete-page-candidate
history-content,national-resources,Military History,/history-content/national-resources/19187,history-content/national-resources/military-history-19187.md,10,7,2,0,0,0,0,1,0,0,0,2,delete-page-candidate
history-content,national-resources,Mine Safety and Health Administration,/history-content/national-resources/23789,history-content/national-resources/mine-safety-and-health-administration-23789.md,7,6,1,0,0,0,0,0,0,0,0,1,delete-page-candidate
history-content,national-resources,National Aeronautics and Space Administration,/history-content/national-resources/21780,history-content/national-resources/national-aeronautics-and-space-administration-21780.md,3,1,0,0,2,0,0,0,0,0,0,0,fix-links-only
history-content,national-resources,National Agricultural Statistics Service,/history-content/national-resources/23720,history-content/national-resources/national-agricultural-statistics-service-23720.md,3,2,1,0,0,0,0,0,0,0,0,1,delete-page-candidate
history-content,national-resources,National Air and Space Museum,/history-content/national-resources/23514,history-content/national-resources/national-air-and-space-museum-23514.md,15,14,1,0,0,0,0,0,0,0,1,0,salvage-wayback
history-content,national-resources,National Archives and Records Administration,/history-content/national-resources/19184,history-content/national-resources/national-archives-and-records-administration-19184.md,13,9,0,4,0,0,0,0,0,0,0,4,delete-page-candidate
history-content,national-resources,National Atlas,/history-content/national-resources/22464,history-content/national-resources/national-atlas-22464.md,3,1,0,0,1,0,0,0,1,0,0,0,fix-links-only
history-content,national-resources,National Center for Education Statistics,/history-content/national-resources/22958,history-content/national-resources/national-center-for-education-statistics-22958.md,11,10,0,0,0,0,0,1,0,0,0,0,fix-links-only
history-content,national-resources,National Endowment for the Arts,/history-content/national-resources/23723,history-content/national-resources/national-endowment-for-the-arts-23723.md,6,1,5,0,0,0,0,0,0,0,0,5,delete-page-candidate
history-content,national-resources,National Endowment for the Humanities,/history-content/national-resources/19199,history-content/national-resources/national-endowment-for-the-humanities-19199.md,7,2,0,0,4,0,0,1,0,0,0,0,fix-links-only
history-content,national-resources,National Institute for Literacy,/history-content/national-resources/23784,history-content/national-resources/national-institute-for-literacy-23784.md,6,3,0,0,0,0,3,0,0,0,0,0,fix-links-only
history-content,national-resources,National Institutes of Health,/history-content/national-resources/21784,history-content/national-resources/national-institutes-of-health-21784.md,7,6,1,0,0,0,0,0,0,0,0,1,delete-page-candidate
history-content,national-resources,National Museum of African American History and Culture,/history-content/national-resources/25762,history-content/national-resources/national-museum-of-african-american-history-and-culture-25762.md,8,4,0,0,0,0,0,4,0,3,0,0,fix-links-only
history-content,national-resources,National Museum of African Art,/history-content/national-resources/23486,history-content/national-resources/national-museum-of-african-art-23486.md,10,0,0,0,0,0,0,10,0,0,0,0,fix-links-only
history-content,national-resources,National Museum of American History,/history-content/national-resources/23516,history-content/national-resources/national-museum-of-american-history-23516.md,7,0,2,0,0,0,0,5,0,1,2,0,salvage-wayback
history-content,national-resources,National Museum of Natural History,/history-content/national-resources/23588,history-content/national-resources/national-museum-of-natural-history-23588.md,12,0,9,0,0,0,0,3,0,0,1,8,delete-page-candidate
history-content,national-resources,National Museum of the American Indian,/history-content/national-resources/23584,history-content/national-resources/national-museum-of-the-american-indian-23584.md,2,1,0,0,0,0,0,1,0,0,0,0,fix-links-only
history-content,national-resources,National Oceanic and Atmospheric Administration,/history-content/national-resources/19200,history-content/national-resources/national-oceanic-and-atmospheric-administration-19200.md,5,3,2,0,0,0,0,0,0,0,0,2,delete-page-candidate
history-content,national-resources,National Park Service,/history-content/national-resources/19186,history-content/national-resources/national-park-service-19186.md,8,6,2,0,0,0,0,0,0,0,0,2,delete-page-candidate
history-content,national-resources,National Portrait Gallery,/history-content/national-resources/23612,history-content/national-resources/national-portrait-gallery-23612.md,11,0,1,0,0,0,0,10,0,0,0,1,delete-page-candidate
history-content,national-resources,National Postal Museum,/history-content/national-resources/23457,history-content/national-resources/national-postal-museum-23457.md,15,7,5,0,0,0,3,0,0,0,1,4,delete-page-candidate
history-content,national-resources,Office of Special Education and Rehabilitative Services,/history-content/national-resources/23669,history-content/national-resources/office-of-special-education-and-rehabilitative-services-23669.md,5,4,1,0,0,0,0,0,0,0,0,1,delete-page-candidate
history-content,national-resources,Peace Corps,/history-content/national-resources/23446,history-content/national-resources/peace-corps-23446.md,3,0,1,0,0,0,0,2,0,0,0,1,delete-page-candidate
history-content,national-resources,Preserve America,/history-content/national-resources/19185,history-content/national-resources/preserve-america-19185.md,1,0,1,0,0,0,0,0,0,0,0,1,delete-page-candidate
history-content,national-resources,Presidents of the United States,/history-content/national-resources/19197,history-content/national-resources/presidents-of-the-united-states-19197.md,2,1,1,0,0,0,0,0,0,0,0,1,delete-page-candidate
history-content,national-resources,Selective Service System,/history-content/national-resources/22962,history-content/national-resources/selective-service-system-22962.md,8,5,3,0,0,0,0,0,0,0,1,2,delete-page-candidate
history-content,national-resources,Smithsonian,/history-content/national-resources/19188,history-content/national-resources/smithsonian-19188.md,4,2,1,0,0,0,0,1,0,3,0,1,delete-page-candidate
history-content,national-resources,"Smithsonian Cooper-Hewitt, National Design Museum",/history-content/national-resources/23497,history-content/national-resources/smithsonian-cooper-hewitt-national-design-museum-23497.md,10,6,3,1,0,0,0,0,0,0,0,4,delete-page-candidate
history-content,national-resources,Society for History in the Federal Government,/history-content/national-resources/21785,history-content/national-resources/society-for-history-in-the-federal-government-21785.md,9,6,1,1,1,0,0,0,0,0,0,2,delete-page-candidate
history-content,national-resources,Students Abroad,/history-content/national-resources/23447,history-content/national-resources/students-abroad-23447.md,1,0,0,0,1,0,0,0,0,0,0,0,fix-links-only
history-content,national-resources,Team Ships,/history-content/national-resources/23678,history-content/national-resources/team-ships-23678.md,2,0,2,0,0,0,0,0,0,0,1,1,delete-page-candidate
history-content,national-resources,Tennessee Valley Authority,/history-content/national-resources/23637,history-content/national-resources/tennessee-valley-authority-23637.md,5,1,0,0,0,0,0,4,0,0,0,0,fix-links-only
history-content,national-resources,U.S. Air Force,/history-content/national-resources/22483,history-content/national-resources/us-air-force-22483.md,7,6,1,0,0,0,0,0,0,0,0,1,delete-page-candidate
history-content,national-resources,U.S. Army,/history-content/national-resources/22407,history-content/national-resources/us-army-22407.md,11,10,1,0,0,0,0,0,0,0,0,1,delete-page-candidate
history-content,national-resources,U.S. Census Bureau,/history-content/national-resources/22692,history-content/national-resources/us-census-bureau-22692.md,9,8,1,0,0,0,0,0,0,0,0,1,delete-page-candidate
history-content,national-resources,U.S. Coast Guard,/history-content/national-resources/22462,history-content/national-resources/us-coast-guard-22462.md,17,6,11,0,0,0,0,0,0,0,0,11,delete-page-candidate
history-content,national-resources,U.S. Department of Veterans Affairs,/history-content/national-resources/22641,history-content/national-resources/us-department-of-veterans-affairs-22641.md,4,2,1,1,0,0,0,0,0,0,0,2,delete-page-candidate
history-content,national-resources,U.S. Drug Enforcement Agency,/history-content/national-resources/22624,history-content/national-resources/us-drug-enforcement-agency-22624.md,4,0,0,0,0,0,0,4,0,0,0,0,fix-links-only
history-content,national-resources,U.S. Fire Administration,/history-content/national-resources/23425,history-content/national-resources/us-fire-administration-23425.md,5,3,1,0,1,0,0,0,0,0,1,0,salvage-wayback
history-content,national-resources,U.S. Fish and Wildlife Service,/history-content/national-resources/25605,history-content/national-resources/us-fish-and-wildlife-service-25605.md,15,13,2,0,0,0,0,0,0,0,0,2,delete-page-candidate
history-content,national-resources,U.S. Geological Survey,/history-content/national-resources/22625,history-content/national-resources/us-geological-survey-22625.md,5,3,2,0,0,0,0,0,0,0,0,2,delete-page-candidate
history-content,national-resources,U.S. Holocaust Memorial Museum,/history-content/national-resources/19189,history-content/national-resources/us-holocaust-memorial-museum-19189.md,7,5,2,0,0,0,0,0,0,0,0,2,delete-page-candidate
history-content,national-resources,"U.S. House of Representatives, Office of the Clerk",/history-content/national-resources/19228,history-content/national-resources/us-house-of-representatives-office-of-the-clerk-19228.md,7,6,0,0,0,0,0,1,0,0,0,0,fix-links-only
history-content,national-resources,U.S. Mint,/history-content/national-resources/22477,history-content/national-resources/us-mint-22477.md,6,0,0,0,0,0,0,6,0,0,0,0,fix-links-only
history-content,national-resources,U.S. Navy,/history-content/national-resources/22405,history-content/national-resources/us-navy-22405.md,3,1,2,0,0,0,0,0,0,0,0,2,delete-page-candidate
history-content,national-resources,U.S. Patent and Trademark Office,/history-content/national-resources/21920,history-content/national-resources/us-patent-and-trademark-office-21920.md,10,5,5,0,0,0,0,0,0,0,0,5,delete-page-candidate
history-content,national-resources,U.S. Secret Service,/history-content/national-resources/23639,history-content/national-resources/us-secret-service-23639.md,2,1,1,0,0,0,0,0,0,0,0,1,delete-page-candidate
history-content,national-resources,U.S. Senate Historical Office,/history-content/national-resources/19195,history-content/national-resources/us-senate-historical-office-19195.md,7,4,0,0,0,0,3,0,0,0,0,0,fix-links-only
history-content,website-reviews,"100 Years of Parcels, Packages, and Packets, Oh My!",/history-content/website-reviews/25812,history-content/website-reviews/100-years-of-parcels-packages-and-packets-oh-my-25812.md,1,0,0,0,0,0,0,1,0,0,0,0,fix-links-only
history-content,website-reviews,1939 World's Fair Photograph Collection,/history-content/website-reviews/23221,history-content/website-reviews/1939-worlds-fair-photograph-collection-23221.md,1,0,0,0,1,0,0,0,0,0,0,0,fix-links-only
history-content,website-reviews,9/11 Memorial,/history-content/website-reviews/25042,history-content/website-reviews/911-memorial-25042.md,7,4,3,0,0,0,0,0,0,0,0,3,delete-page-candidate
history-content,website-reviews,A Brush With History: Paintings from the National Portrait Gallery,/history-content/website-reviews/23118,history-content/website-reviews/a-brush-with-history-paintings-from-the-national-portrait-gallery-23118.md,1,0,0,0,0,0,0,1,0,0,0,0,fix-links-only
history-content,website-reviews,A Century of Progress: The 1933-34 Chicago World's Fair,/history-content/website-reviews/22739,history-content/website-reviews/a-century-of-progress-the-1933-34-chicago-worlds-fair-22739.md,1,0,0,0,1,0,0,0,0,0,0,0,fix-links-only
history-content,website-reviews,A Civil War Soldier in the Wild Cat Regiment,/history-content/website-reviews/22999,history-content/website-reviews/a-civil-war-soldier-in-the-wild-cat-regiment-22999.md,1,0,1,0,0,0,0,0,0,0,1,0,salvage-wayback
history-content,website-reviews,A More Perfect Union,/history-content/website-reviews/23033,history-content/website-reviews/a-more-perfect-union-23033.md,1,0,0,0,0,0,0,1,0,0,0,0,fix-links-only
history-content,website-reviews,A Portion of the People: Three Hundred Years of Southern Jewish Life,/history-content/website-reviews/22716,history-content/website-reviews/a-portion-of-the-people-three-hundred-years-of-southern-jewish-life-22716.md,1,0,1,0,0,0,0,0,0,0,0,1,delete-page-candidate
history-content,website-reviews,A Sailor's Life for Me!,/history-content/website-reviews/25377,history-content/website-reviews/a-sailors-life-for-me-25377.md,9,5,4,0,0,0,0,0,0,0,0,4,delete-page-candidate
history-content,website-reviews,A Southern Mill Village: History of Old West Durham,/history-content/website-reviews/23119,history-content/website-reviews/a-southern-mill-village-history-of-old-west-durham-23119.md,1,0,1,0,0,0,0,0,0,0,1,0,salvage-wayback
history-content,website-reviews,"A Visual Journey: Photographs by Lisa Law, 1965-1971",/history-content/website-reviews/23135,history-content/website-reviews/a-visual-journey-photographs-by-lisa-law-1965-1971-23135.md,1,0,0,0,0,0,0,1,0,0,0,0,fix-links-only
history-content,website-reviews,ABMC Education,/history-content/website-reviews/25840,history-content/website-reviews/abmc-education-25840.md,3,0,3,0,0,0,0,0,0,0,1,2,delete-page-candidate
history-content,website-reviews,ABMC War Dead Database,/history-content/website-reviews/25817,history-content/website-reviews/abmc-war-dead-database-25817.md,3,1,1,1,0,0,0,0,0,0,1,1,delete-page-candidate
history-content,website-reviews,Abraham Lincoln Historical Digitization Project,/history-content/website-reviews/14736,history-content/website-reviews/abraham-lincoln-historical-digitization-project-14736.md,1,0,1,0,0,0,0,0,0,0,0,1,delete-page-candidate
history-content,website-reviews,Abraham Lincoln Papers,/history-content/website-reviews/14742,history-content/website-reviews/abraham-lincoln-papers-14742.md,1,0,1,0,0,0,0,0,0,0,0,1,delete-page-candidate
history-content,website-reviews,Abraham Lincoln Presidential Library and Museum,/history-content/website-reviews/23270,history-content/website-reviews/abraham-lincoln-presidential-library-and-museum-23270.md,4,1,0,3,0,0,0,0,0,0,0,3,delete-page-candidate
history-content,website-reviews,Accessible Archives,/history-content/website-reviews/14612,history-content/website-reviews/accessible-archives-14612.md,1,0,1,0,0,0,0,0,0,0,1,0,salvage-wayback
history-content,website-reviews,Ad*Access,/history-content/website-reviews/14675,history-content/website-reviews/adaccess-14675.md,1,0,0,0,1,0,0,0,0,0,0,0,fix-links-only
history-content,website-reviews,AdFlip,/history-content/website-reviews/23155,history-content/website-reviews/adflip-23155.md,1,0,1,0,0,0,0,0,0,0,1,0,salvage-wayback
history-content,website-reviews,African-American Experience in Ohio: From the Ohio Historical Society,/history-content/website-reviews/14822,history-content/website-reviews/african-american-experience-in-ohio-from-the-ohio-historical-society-14822.md,1,0,1,0,0,0,0,0,0,0,0,1,delete-page-candidate
history-content,website-reviews,African-American Perspectives: Pamphlets from 1818-1907,/history-content/website-reviews/14834,history-content/website-reviews/african-american-perspectives-pamphlets-from-1818-1907-14834.md,1,0,1,0,0,0,0,0,0,0,1,0,salvage-wayback
history-content,website-reviews,"African American Sheet Music, 1850-1920",/history-content/website-reviews/23390,history-content/website-reviews/african-american-sheet-music-1850-1920-23390.md,1,0,1,0,0,0,0,0,0,0,1,0,salvage-wayback
history-content,website-reviews,African American Women,/history-content/website-reviews/22798,history-content/website-reviews/african-american-women-22798.md,1,0,1,0,0,0,0,0,0,0,0,1,delete-page-candidate
history-content,website-reviews,African American Women Writers of the 19th Century,/history-content/website-reviews/14832,history-content/website-reviews/african-american-women-writers-of-the-19th-century-14832.md,1,0,0,0,1,0,0,0,0,0,0,0,fix-links-only
history-content,website-reviews,African Americans in the Harmon Foundation Collection,/history-content/website-reviews/23329,history-content/website-reviews/african-americans-in-the-harmon-foundation-collection-23329.md,1,0,0,0,0,0,0,1,0,0,0,0,fix-links-only
history-content,website-reviews,African Americans in the Spanish Civil War,/history-content/website-reviews/22987,history-content/website-reviews/african-americans-in-the-spanish-civil-war-22987.md,1,0,1,0,0,0,0,0,0,0,1,0,salvage-wayback
history-content,website-reviews,After the Day of Infamy,/history-content/website-reviews/14692,history-content/website-reviews/after-the-day-of-infamy-14692.md,1,0,1,0,0,0,0,0,0,0,0,1,delete-page-candidate
history-content,website-reviews,AIDS at 20,/history-content/website-reviews/14778,history-content/website-reviews/aids-at-20-14778.md,1,0,0,0,1,0,0,0,0,0,0,0,fix-links-only
history-content,website-reviews,Alexander Graham Bell Family Papers,/history-content/website-reviews/14833,history-content/website-reviews/alexander-graham-bell-family-papers-14833.md,1,0,1,0,0,0,0,0,0,0,1,0,salvage-wayback
history-content,website-reviews,Alexander Hamilton: The Man Who Made Modern America,/history-content/website-reviews/23014,history-content/website-reviews/alexander-hamilton-the-man-who-made-modern-america-23014.md,1,0,0,0,0,0,0,1,0,0,0,0,fix-links-only
history-content,website-reviews,All Hands on Deck,/history-content/website-reviews/25369,history-content/website-reviews/all-hands-on-deck-25369.md,5,4,1,0,0,0,0,0,0,0,0,1,delete-page-candidate
history-content,website-reviews,"America at Work, America at Leisure: Motion Pictures from 1894-1915",/history-content/website-reviews/14758,history-content/website-reviews/america-at-work-america-at-leisure-motion-pictures-from-1894-1915-14758.md,1,0,1,0,0,0,0,0,0,0,1,0,salvage-wayback
history-content,website-reviews,America: History and Life,/history-content/website-reviews/22649,history-content/website-reviews/america-history-and-life-22649.md,1,0,0,1,0,0,0,0,0,0,0,1,delete-page-candidate
history-content,website-reviews,America Singing: 19th-century Song Sheets,/history-content/website-reviews/23094,history-content/website-reviews/america-singing-19th-century-song-sheets-23094.md,1,0,1,0,0,0,0,0,0,0,1,0,salvage-wayback
history-content,website-reviews,American Archive of Public Broadcasting,/history-content/website-reviews/25816,history-content/website-reviews/american-archive-of-public-broadcasting-25816.md,1,0,1,0,0,0,0,0,0,0,1,0,salvage-wayback
history-content,website-reviews,"American Broadsides and Ephemera, Series I, 1760-1900",/history-content/website-reviews/22612,history-content/website-reviews/american-broadsides-and-ephemera-series-i-1760-1900-22612.md,1,0,1,0,0,0,0,0,0,0,1,0,salvage-wayback
history-content,website-reviews,"American Colonization Society Collection: Maps of Liberia, 1830-1870",/history-content/website-reviews/23162,history-content/website-reviews/american-colonization-society-collection-maps-of-liberia-1830-1870-23162.md,1,0,1,0,0,0,0,0,0,0,1,0,salvage-wayback
history-content,website-reviews,American Family Immigration History Center,/history-content/website-reviews/14669,history-content/website-reviews/american-family-immigration-history-center-14669.md,1,0,0,1,0,0,0,0,0,0,0,1,delete-page-candidate
history-content,website-reviews,American Historical Association,/history-content/website-reviews/22592,history-content/website-reviews/american-historical-association-22592.md,1,0,0,0,0,0,0,1,0,0,0,0,fix-links-only
history-content,website-reviews,American Indians of the Pacific Northwest,/history-content/website-reviews/14616,history-content/website-reviews/american-indians-of-the-pacific-northwest-14616.md,1,0,1,0,0,0,0,0,0,0,0,1,delete-page-candidate
history-content,website-reviews,American Journeys,/history-content/website-reviews/14721,history-content/website-reviews/american-journeys-14721.md,1,0,0,0,1,0,0,0,0,0,0,0,fix-links-only
history-content,website-reviews,"American Landscape and Architectural Design, 1850-1920",/history-content/website-reviews/23312,history-content/website-reviews/american-landscape-and-architectural-design-1850-1920-23312.md,1,0,0,0,1,0,0,0,0,0,0,0,fix-links-only
history-content,website-reviews,American Leaders Speak: Recordings from World War I and the 1920 Election,/history-content/website-reviews/14668,history-content/website-reviews/american-leaders-speak-recordings-from-world-war-i-and-the-1920-election-14668.md,1,0,1,0,0,0,0,0,0,0,1,0,salvage-wayback
history-content,website-reviews,American Memory: Historical Collections for the National Digital Library,/history-content/website-reviews/14632,history-content/website-reviews/american-memory-historical-collections-for-the-national-digital-library-14632.md,2,1,0,0,0,0,0,1,0,0,0,0,fix-links-only
history-content,website-reviews,American Memory Learning Page,/history-content/website-reviews/22996,history-content/website-reviews/american-memory-learning-page-22996.md,1,0,1,0,0,0,0,0,0,0,1,0,salvage-wayback
history-content,website-reviews,American Museum of Photography,/history-content/website-reviews/22832,history-content/website-reviews/american-museum-of-photography-22832.md,12,9,0,3,0,0,0,0,0,0,0,3,delete-page-candidate
history-content,website-reviews,"American Notes: Travels in America, 1750-1920",/history-content/website-reviews/23304,history-content/website-reviews/american-notes-travels-in-america-1750-1920-23304.md,1,0,1,0,0,0,0,0,0,0,1,0,salvage-wayback
history-content,website-reviews,American Photography: A Century of Images,/history-content/website-reviews/22977,history-content/website-reviews/american-photography-a-century-of-images-22977.md,3,0,3,0,0,0,0,0,0,0,0,3,delete-page-candidate
history-content,website-reviews,American Radicalism Collection,/history-content/website-reviews/14812,history-content/website-reviews/american-radicalism-collection-14812.md,1,0,1,0,0,0,0,0,0,0,1,0,salvage-wayback
history-content,website-reviews,AMERICAN REVOLUTION 2019,/history-content/website-reviews/25826,history-content/website-reviews/american-revolution-2019-25826.md,1,0,1,0,0,0,0,0,0,0,1,0,salvage-wayback
history-content,website-reviews,American Slave Narratives,/history-content/website-reviews/22750,history-content/website-reviews/american-slave-narratives-22750.md,1,0,1,0,0,0,0,0,0,0,1,0,salvage-wayback
history-content,website-reviews,"American State Papers, 1789-1838",/history-content/website-reviews/22613,history-content/website-reviews/american-state-papers-1789-1838-22613.md,1,0,1,0,0,0,0,0,0,0,1,0,salvage-wayback
history-content,website-reviews,American Time Capsule: Three Centuries of Broadsides and Printed Ephemera,/history-content/website-reviews/14787,history-content/website-reviews/american-time-capsule-three-centuries-of-broadsides-and-printed-ephemera-14787.md,1,0,1,0,0,0,0,0,0,0,1,0,salvage-wayback
history-content,website-reviews,American Transcendentalism Web,/history-content/website-reviews/14738,history-content/website-reviews/american-transcendentalism-web-14738.md,1,0,0,0,1,0,0,0,0,0,0,0,fix-links-only
history-content,website-reviews,American Turning Point: The Civil War in Virginia,/history-content/website-reviews/25231,history-content/website-reviews/american-turning-point-the-civil-war-in-virginia-25231.md,3,2,1,0,0,0,0,0,0,0,1,0,salvage-wayback
history-content,website-reviews,"American Variety Stage: Vaudeville and Popular Entertainment, 1870-1920",/history-content/website-reviews/14751,history-content/website-reviews/american-variety-stage-vaudeville-and-popular-entertainment-1870-1920-14751.md,2,1,1,0,0,0,0,0,0,1,1,0,salvage-wayback
history-content,website-reviews,American Women,/history-content/website-reviews/23290,history-content/website-reviews/american-women-23290.md,1,0,1,0,0,0,0,0,0,0,1,0,salvage-wayback
history-content,website-reviews,American Women's History: A Research Guide,/history-content/website-reviews/22830,history-content/website-reviews/american-womens-history-a-research-guide-22830.md,1,0,1,0,0,0,0,0,0,0,0,1,delete-page-candidate
history-content,website-reviews,"An American Ballroom Companion: Dance Instruction Manuals, ca. 1490-1920",/history-content/website-reviews/22794,history-content/website-reviews/an-american-ballroom-companion-dance-instruction-manuals-ca-1490-1920-22794.md,1,0,1,0,0,0,0,0,0,0,0,1,delete-page-candidate
history-content,website-reviews,An American Family: The Beecher Tradition,/history-content/website-reviews/23142,history-content/website-reviews/an-american-family-the-beecher-tradition-23142.md,1,0,1,0,0,0,0,0,0,0,1,0,salvage-wayback
history-content,website-reviews,Ancient Architects of the Mississippi,/history-content/website-reviews/22699,history-content/website-reviews/ancient-architects-of-the-mississippi-22699.md,1,0,1,0,0,0,0,0,0,0,1,0,salvage-wayback
history-content,website-reviews,Ansel Adams's Photographs of Japanese-American Internment at Manzanar,/history-content/website-reviews/14626,history-content/website-reviews/ansel-adamss-photographs-of-japanese-american-internment-at-manzanar-14626.md,1,0,1,0,0,0,0,0,0,0,1,0,salvage-wayback
history-content,website-reviews,"Anti-Saloon League, 1893-1933",/history-content/website-reviews/14757,history-content/website-reviews/anti-saloon-league-1893-1933-14757.md,1,0,1,0,0,0,0,0,0,0,1,0,salvage-wayback
history-content,website-reviews,Architecture and Interior Design for America: 1935-1955,/history-content/website-reviews/22809,history-content/website-reviews/architecture-and-interior-design-for-america-1935-1955-22809.md,1,0,1,0,0,0,0,0,0,0,0,1,delete-page-candidate
history-content,website-reviews,Archival Research Catalog (ARC),/history-content/website-reviews/14603,history-content/website-reviews/archival-research-catalog-arc-14603.md,1,0,0,1,0,0,0,0,0,0,0,1,delete-page-candidate
history-content,website-reviews,Archive of Early American Images,/history-content/website-reviews/14605,history-content/website-reviews/archive-of-early-american-images-14605.md,1,0,1,0,0,0,0,0,0,0,1,0,salvage-wayback
history-content,website-reviews,Archives of African American Music and Culture,/history-content/website-reviews/22597,history-content/website-reviews/archives-of-african-american-music-and-culture-22597.md,1,0,0,1,0,0,0,0,0,0,0,1,delete-page-candidate
history-content,website-reviews,"Archives of American Art, Oral History Collections",/history-content/website-reviews/23151,history-content/website-reviews/archives-of-american-art-oral-history-collections-23151.md,1,0,0,0,0,0,0,1,0,0,0,0,fix-links-only
history-content,website-reviews,Archiving Early America,/history-content/website-reviews/22766,history-content/website-reviews/archiving-early-america-22766.md,1,0,0,0,0,1,0,0,0,0,0,0,fix-links-only
history-content,website-reviews,Arizona State Museum,/history-content/website-reviews/23258,history-content/website-reviews/arizona-state-museum-23258.md,4,3,1,0,0,0,0,0,0,0,0,1,delete-page-candidate
history-content,website-reviews,"Around the World in the 1890s: Photographs, 1894-1896",/history-content/website-reviews/14619,history-content/website-reviews/around-the-world-in-the-1890s-photographs-1894-1896-14619.md,1,0,1,0,0,0,0,0,0,0,1,0,salvage-wayback
history-content,website-reviews,Atlanta in the Civil Rights Movement,/history-content/website-reviews/22601,history-content/website-reviews/atlanta-in-the-civil-rights-movement-22601.md,1,0,1,0,0,0,0,0,0,0,1,0,salvage-wayback
history-content,website-reviews,"Augustana College Library, Digital Projects",/history-content/website-reviews/22857,history-content/website-reviews/augustana-college-library-digital-projects-22857.md,2,1,1,0,0,0,0,0,0,0,1,0,salvage-wayback
history-content,website-reviews,Austin Treasures:  Online Exhibits from the Austin History Center,/history-content/website-reviews/23175,history-content/website-reviews/austin-treasures-online-exhibits-from-the-austin-history-center-23175.md,1,0,0,1,0,0,0,0,0,0,0,1,delete-page-candidate
history-content,website-reviews,Ballyhoo!: Posters as Portraiture,/history-content/website-reviews/25027,history-content/website-reviews/ballyhoo-posters-as-portraiture-25027.md,1,0,0,0,0,0,0,1,0,0,0,0,fix-links-only
history-content,website-reviews,Band Music from the Civil War Era,/history-content/website-reviews/23394,history-content/website-reviews/band-music-from-the-civil-war-era-23394.md,1,0,1,0,0,0,0,0,0,0,1,0,salvage-wayback
history-content,website-reviews,"Baseball Cards, 1887-1914",/history-content/website-reviews/23392,history-content/website-reviews/baseball-cards-1887-1914-23392.md,1,0,1,0,0,0,0,0,0,0,0,1,delete-page-candidate
history-content,website-reviews,Battle Lines: Letters from America's Wars,/history-content/website-reviews/14724,history-content/website-reviews/battle-lines-letters-from-americas-wars-14724.md,1,0,0,0,0,0,0,1,0,0,0,0,fix-links-only
history-content,website-reviews,Bay of Pigs Reports,/history-content/website-reviews/23141,history-content/website-reviews/bay-of-pigs-reports-23141.md,1,0,1,0,0,0,0,0,0,0,1,0,salvage-wayback
history-content,website-reviews,Before and After the Earthquake and Fire: Early Films of San Francisco,/history-content/website-reviews/23091,history-content/website-reviews/before-and-after-the-earthquake-and-fire-early-films-of-san-francisco-23091.md,1,0,1,0,0,0,0,0,0,0,1,0,salvage-wayback
history-content,website-reviews,Belgian-American Research Collection,/history-content/website-reviews/23045,history-content/website-reviews/belgian-american-research-collection-23045.md,1,0,0,0,1,0,0,0,0,0,0,0,fix-links-only
history-content,website-reviews,Best of History Websites,/history-content/website-reviews/23245,history-content/website-reviews/best-of-history-websites-23245.md,1,0,1,0,0,0,0,0,0,0,1,0,salvage-wayback
history-content,website-reviews,Betty H. Carter Women Veterans Historical Project,/history-content/website-reviews/25020,history-content/website-reviews/betty-h-carter-women-veterans-historical-project-25020.md,1,0,0,0,1,0,0,0,0,0,0,0,fix-links-only
history-content,website-reviews,Beyond Face Value: Depictions of Slavery in Confederate Currency,/history-content/website-reviews/23408,history-content/website-reviews/beyond-face-value-depictions-of-slavery-in-confederate-currency-23408.md,1,0,1,0,0,0,0,0,0,0,1,0,salvage-wayback
history-content,website-reviews,Beyond Words,/history-content/website-reviews/25823,history-content/website-reviews/beyond-words-25823.md,1,0,0,0,1,0,0,0,0,0,0,0,fix-links-only
history-content,website-reviews,Biddle Edition Archive,/history-content/website-reviews/22658,history-content/website-reviews/biddle-edition-archive-22658.md,1,0,1,0,0,0,0,0,0,0,1,0,salvage-wayback
history-content,website-reviews,Bisbee Deportation of 1917,/history-content/website-reviews/23401,history-content/website-reviews/bisbee-deportation-of-1917-23401.md,1,0,1,0,0,0,0,0,0,0,1,0,salvage-wayback
history-content,website-reviews,Bland County History Archives,/history-content/website-reviews/25024,history-content/website-reviews/bland-county-history-archives-25024.md,2,0,2,0,0,0,0,0,0,0,1,1,delete-page-candidate
history-content,website-reviews,"Born in Slavery: Slave Narratives from the Federal Writers' Project, 1936-1938",/history-content/website-reviews/14803,history-content/website-reviews/born-in-slavery-slave-narratives-from-the-federal-writers-project-1936-1938-14803.md,1,0,1,0,0,0,0,0,0,0,1,0,salvage-wayback
history-content,website-reviews,Boston Streets: Mapping Directory Data,/history-content/website-reviews/23021,history-content/website-reviews/boston-streets-mapping-directory-data-23021.md,5,4,1,0,0,0,0,0,0,0,1,0,salvage-wayback
history-content,website-reviews,"Bound for Glory: America in Color, 1939-1943",/history-content/website-reviews/22710,history-content/website-reviews/bound-for-glory-america-in-color-1939-1943-22710.md,2,1,1,0,0,0,0,0,0,1,1,0,salvage-wayback
